a,K,zeta,wn,s3_real_pole,PO_formula,PO_actual,PO_abs_err,Ts_formula,Ts_actual,Ts_abs_err
45,30000,0.12710619249274038,173.0778343750033,-1.0014709354083562,66.85920669295965,67.10060351776134,0.2413968248016971,0.13636819520015675,0.13173657333136507,0.00463162186879168
46,30000,0.12999714552078825,173.07493696586357,-1.0015044664947221,66.2394981702747,66.48491503363249,0.24541686335778934,0.13333779116087305,0.13116139578953495,0.002176395371338097
47,30000,0.13288819551752484,173.07203931389972,-1.0015380020755016,65.62481186400994,65.87408091895017,0.24926905494022833,0.13043914381899824,0.13035274809264955,8.639572634869253e-05
48,30000,0.1357793425000262,173.06914141906043,-1.0015715421518256,65.01509772753712,65.26924987042474,0.25415214288761945,0.12766384317257046,0.12908415046213004,0.0014203072895595803
49,30000,0.13867058648537425,173.0662432812946,-1.001605086724823,64.41030638982052,64.6696980751828,0.2593916853622744,0.125004180053124,0.11452546349436782,0.01047871655875618
50,30000,0.14156192749065627,173.0633449005506,-1.0016386357956253,63.810389144826374,64.0748844237516,0.2644952789252244,0.12245307461206827,0.11418104246683293,0.008272032145235336
2,50000,0.0022360456158137636,223.604561670822,-1.0000200004,99.29998539253975,99.30382275458956,0.00383736204980778,6.000120004800146,5.985554268741598,0.014565736058547607
3,50000,0.004472135952316011,223.6023254798553,-1.000040002400144,98.604846745665,98.61261400415952,0.007767258494524754,3.000060004800386,2.9929524883106384,0.00710751648974739
4,50000,0.006708271014202781,223.60008917706557,-1.0000600060006724,97.91453994525592,97.92620886480734,0.01166891955141125,2.0000400048006215,1.995483308680436,0.004556696120185499
5,50000,0.008944450806170984,223.5978527624378,-1.0000800112018242,97.22902139646867,97.24455832909034,0.01553693262167144,1.5000300048008641,1.4901163854584283,0.009913619342435842
6,50000,0.011180675332918447,223.59561623595837,-1.000100018003841,96.54824801645199,96.56762360813744,0.01937559168544567,1.2000240048011044,1.194946544938402,0.00507745986270236
7,50000,0.013416944599143853,223.59337959761314,-1.0001200264069618,95.87217722718385,95.8953621049241,0.02318487774024902,1.0000200048013452,0.9979877875744364,0.002032217226908828
8,50000,0.015653258609546795,223.59114284738806,-1.000140036411428,95.20076694842622,95.22773953066859,0.026972582242365206,0.8571600048015849,0.844421011202367,0.01273899359921793
9,50000,0.01788961736882774,223.58890598526898,-1.0001600480174786,94.53397559079524,94.56469885600931,0.03072326521407831,0.7500150048018247,0.7455828442884338,0.004432160513390904
10,50000,0.020126020881688023,223.58666901124192,-1.0001800612253553,93.87176204894509,93.9062062425894,0.03444419364431894,0.6666800048020648,0.6615028900526669,0.00517711474939786
11,50000,0.022362469152829915,223.58443192529242,-1.0002000760352983,93.21408569486321,93.25222079505926,0.038135100196043936,0.6000120048023051,0.5915553077400116,0.008456697062293461
12,50000,0.02459896218695653,223.58219472740672,-1.0002200924475468,92.56090637127484,92.6027020323864,0.041795661111564186,0.5454654593479997,0.535561508073784,0.009903951274215728
13,50000,0.026835499988771883,223.57995741757037,-1.000240110462343,91.91218438515482,91.95760988340058,0.0454254982457627,0.5000100048027859,0.49325344162386303,0.00675656317892287
14,50000,0.02907208256298089,223.5777199957695,-1.0002601300799265,91.26788050134473,91.31691596865063,0.049035467305898806,0.4615476971107185,0.4513982298444815,0.010149467266237
15,50000,0.03130870991428936,223.57548246198996,-1.0002801513005386,90.62795593627348,90.68055923484224,0.05260329856875501,0.4285800048032664,0.422954196056576,0.005625808746690386
16,50000,0.033545382047403934,223.5732448162175,-1.0003001741244189,89.99237235177915,90.04851136644207,0.05613901466291793,0.40000800480350696,0.3948675664061356,0.005140438397371383
