n,theta_rad,group_delay_samples
1,0.2729230659310355,0.8351153373561147
1,0.2734467186487534,0.8350015778579802
1,0.2739703713664713,0.8348876368432343
1,0.2744940240841892,0.8347735145045192
1,0.27501767680190714,0.8346592110346762
1,0.27554132951962507,0.8345447266266603
1,0.276064982237343,0.8344300614734834
1,0.2765886349550609,0.8343152157684699
1,0.27711228767277885,0.8342001897055127
1,0.2776359403904967,0.8340849834781352
1,0.27815959310821464,0.8339695972803156
1,0.27868324582593257,0.8338540313063163
1,0.2792068985436505,0.8337382857506839
1,0.2797305512613684,0.8336223608078512
1,0.28025420397908635,0.8335062566726492
1,0.2807778566968043,0.8333899735403065
1,0.28130150941452214,0.8332735116056824
1,0.28182516213224007,0.8331568710645456
1,0.282348814849958,0.8330400521124091
1,0.2828724675676759,0.8329230549449562
1,0.28339612028539385,0.8328058797585243
1,0.2839197730031118,0.8326885267491662
1,0.2844434257208297,0.832570996113418
1,0.2849670784385476,0.8324532880477022
1,0.2854907311562655,0.8323354027491234
1,0.2860143838739834,0.8322173404145587
1,0.28653803659170135,0.8320991012411696
1,0.2870616893094193,0.8319806854264868
1,0.2875853420271372,0.8318620931681551
1,0.28810899474485513,0.8317433246639325
1,0.28863264746257306,0.8316243801116627
1,0.2891563001802909,0.8315052597099282
1,0.28967995289800885,0.8313859636567713
1,0.2902036056157268,0.8312664921507462
1,0.2907272583334447,0.8311468453910038
1,0.29125091105116263,0.8310270235760697
1,0.29177456376888056,0.8309070269052938
1,0.2922982164865985,0.8307868555781113
1,0.29282186920431635,0.8306665097938151
1,0.2933455219220343,0.8305459897522383
1,0.2938691746397522,0.8304252956532423
1,0.29439282735747013,0.8303044276969445
1,0.29491648007518806,0.8301833860834336
1,0.295440132792906,0.8300621710133953
1,0.2959637855106239,0.8299407826874017
1,0.2964874382283418,0.8298192213061668
1,0.2970110909460597,0.8296974870707459
1,0.29753474366377763,0.8295755801822793
1,0.29805839638149556,0.8294535008421349
1,0.2985820490992135,0.8293312492518794
1,0.2991057018169314,0.8292088256130796
1,0.29962935453464934,0.8290862301278707
1,0.3001530072523672,0.8289634629981038
1,0.30067665997008514,0.8288405244259422
1,0.30120031268780306,0.8287174146141751
1,0.301723965405521,0.8285941337650229
1,0.3022476181232389,0.8284706820813312
1,0.30277127084095684,0.8283470597659743
1,0.30329492355867477,0.8282232670223095
1,0.30381857627639264,0.8280993040534383
1,0.30434222899411056,0.8279751710627181
1,0.3048658817118285,0.8278508682540178
1,0.3053895344295464,0.8277263958308936
1,0.30591318714726434,0.8276017539974134
1,0.30643683986498227,0.8274769429576168
1,0.3069604925827002,0.8273519629158272
1,0.30748414530041807,0.8272268140765107
1,0.308007798018136,0.8271014966443033
1,0.3085314507358539,0.8269760108239268
1,0.30905510345357184,0.8268503568203869
1,0.30957875617128977,0.8267245348387462
1,0.3101024088890077,0.8265985450842379
1,0.3106260616067256,0.8264723877625499
1,0.3111497143244435,0.8263460630789723
1,0.3116733670421614,0.8262195712393918
1,0.31219701975987935,0.8260929124495533
1,0.3127206724775973,0.8259660869156846
1,0.3132443251953152,0.8258390948441843
1,0.3137679779130331,0.8257119364411949
1,0.31429163063075105,0.8255846119132286
1,0.3148152833484689,0.8254571214670818
1,0.31533893606618685,0.8253294653096077
1,0.3158625887839048,0.8252016436478584
1,0.3163862415016227,0.8250736566889145
1,0.3169098942193406,0.8249455046399703
1,0.31743354693705855,0.824817187708561
1,0.3179571996547765,0.8246887061025063
1,0.31848085237249435,0.824560060029512
1,0.3190045050902123,0.824431249697227
1,0.3195281578079302,0.8243022753139257
1,0.32005181052564813,0.824173137087655
1,0.32057546324336605,0.8240438352269166
1,0.321099115961084,0.8239143699402689
1,0.3216227686788019,0.8237847414363273
1,0.32214642139651983,0.8236549499236503
1,0.3226700741142377,0.8235249956114217
1,0.32319372683195563,0.8233948787086547
1,0.32371737954967356,0.8232645994243626
1,0.3242410322673915,0.8231341579682976
1,0.3247646849851094,0.8230035545497003
1,0.32528833770282733,0.8228727893782661
1,0.32581199042054526,0.822741862663861
1,0.32633564313826313,0.8226107746164075
1,0.32685929585598106,0.822479525445658
1,0.327382948573699,0.8223481153621606
1,0.3279066012914169,0.8222165445762926
1,0.32843025400913484,0.822084813298261
1,0.32895390672685276,0.8219529217386139
1,0.3294775594445707,0.821820870108354
1,0.33000121216228856,0.8216886586182568
1,0.3305248648800065,0.8215562874793818
1,0.3310485175977244,0.8214237569027318
1,0.33157217031544234,0.8212910670997644
1,0.33209582303316026,0.8211582182816528
1,0.3326194757508782,0.8210252106599683
1,0.3331431284685961,0.820892044446623
1,0.333666781186314,0.8207587198530177
1,0.3341904339040319,0.8206252370914058
1,0.33471408662174984,0.820491596373472
1,0.33523773933946777,0.820357797911754
1,0.3357613920571857,0.8202238419183914
1,0.3362850447749036,0.8200897286055806
1,0.33680869749262154,0.8199554581863708
1,0.3373323502103394,0.8198210308729017
1,0.33785600292805734,0.8196864468782223
1,0.33837965564577527,0.8195517064150977
1,0.3389033083634932,0.8194168096966905
1,0.3394269610812111,0.8192817569361637
1,0.33995061379892905,0.8191465483466231
1,0.340474266516647,0.8190111841415728
1,0.34099791923436484,0.8188756645345165
1,0.34152157195208277,0.8187399897391288
1,0.3420452246698007,0.8186041599689133
1,0.3425688773875186,0.8184681754377721
1,0.34309253010523655,0.8183320363598909
1,0.3436161828229545,0.8181957429491149
1,0.3441398355406724,0.8180592954198573
1,0.34466348825839027,0.8179226939863611
1,0.3451871409761082,0.8177859388629258
1,0.3457107936938261,0.8176490302640786
1,0.34623444641154405,0.8175119684044603
1,0.346758099129262,0.8173747534989388
1,0.3472817518469799,0.8172373857621551
1,0.34780540456469783,0.8170998654094319
1,0.3483290572824157,0.8169621926555237
1,0.3488527100001336,0.8168243677156966
1,0.34937636271785155,0.816686390805387
1,0.3499000154355695,0.8165482621395199
1,0.3504236681532874,0.8164099819342141
1,0.35094732087100533,0.8162715504047924
1,0.35147097358872326,0.8161329677667482
1,0.3519946263064412,0.8159942342360864
1,0.35251827902415905,0.815855350028869
1,0.353041931741877,0.8157163153607598
1,0.3535655844595949,0.8155771304479913
1,0.35408923717731283,0.8154377955067957
1,0.35461288989503076,0.8152983107535761
1,0.3551365426127487,0.8151586764045646
1,0.3556601953304666,0.8150188926762212
1,0.3561838480481845,0.8148789597853465
1,0.3567075007659024,0.8147388779485709
1,0.35723115348362033,0.8145986473826952
1,0.35775480620133826,0.8144582683042927
1,0.3582784589190562,0.8143177409306759
1,0.3588021116367741,0.8141770654788161
1,0.35932576435449204,0.8140362421657414
1,0.3598494170722099,0.8138952712088781
1,0.36037306978992784,0.8137541528255952
1,0.36089672250764576,0.8136128872330914
1,0.3614203752253637,0.8134714746490204
1,0.3619440279430816,0.8133299152911491
1,0.36246768066079954,0.8131882093766762
1,0.36299133337851747,0.8130463571238238
1,0.36351498609623534,0.8129043587505862
1,0.36403863881395326,0.8127622144743327
1,0.3645622915316712,0.8126199245134558
1,0.3650859442493891,0.8124774890860067
1,0.36560959696710704,0.8123349084103211
