omega,uncompensated_dB,compensated_2nd_dB
-8.386115496369374,39.51284393415979,20.20512580170067
-8.385172971447052,40.53162762149568,21.242681579386108
-8.384230446524727,41.68530674597025,22.41512143573058
-8.383287921602404,43.015246557264604,23.76381064603653
-8.382345396680082,44.58534586991456,25.35264805038605
-8.381402871757759,46.50211556065052,27.28814455098078
-8.380460346835434,48.96371986357562,29.76846440732033
-8.379517821913112,52.409341903414806,33.232790769451526
-8.378575296990789,58.20070893513191,39.04285091758584
-8.377632772068466,83.77818735906851,64.63901127723841
-8.376690247146144,59.17161716894147,40.051111867225664
-8.37574772222382,52.90164477695753,33.79979912478046
-8.374805197301496,49.29990016665994,30.216703058398622
-8.373862672379174,46.762664303597916,27.698104658508676
-8.37292014745685,44.80244668630574,25.756513448451358
-8.371977622534528,43.20498862599845,24.17767076417531
-8.371035097612205,41.85688309668342,22.848169604348975
-8.370092572689881,40.690783598710915,21.7006634939114
-8.369150047767558,39.663409629973266,20.691871955271438
-8.368207522845236,38.745291142454874,19.792324964858203
-8.367264997922913,37.915453656539626,18.981048067428567
-8.36632247300059,37.15843720290175,18.24258131795824
-8.365379948078267,36.46251800332253,17.56520096245873
-8.364437423155943,35.81859381551536,16.93980478280254
-8.36349489823362,35.21945626254181,16.359184426139468
-8.362552373311297,34.659299339033105,15.817533911118325
-8.361609848388975,34.1333776890942,15.310107905791188
-8.360667323466652,33.63776302045941,14.832978141769239
-8.359724798544327,33.169166664572536,14.382855974303087
-8.358782273622005,32.724807834059554,13.956960639755616
-8.357839748699682,32.30231414416146,13.5529197770351
-8.35689722377736,31.899645357449153,13.168693172310284
-8.355954698855037,31.515034135217817,12.802513510404898
-8.355012173932714,31.14693943779731,12.452839775108304
-8.35406964901039,30.794009465556684,12.118320190180203
-8.353127124088067,30.4550518885209,11.797762448967434
-8.352184599165744,30.12900970930328,11.490109577336812
-8.351242074243421,29.81494152671328,11.194420197282964
-8.350299549321097,29.512005271009233,10.909852262181323
-8.349357024398774,29.219444702840928,10.635649555730769
-8.348414499476451,28.93657813082185,10.371130409526243
-8.347471974554129,28.662788924121383,10.115678215651048
-8.346529449631806,28.397517487910072,9.868733402122265
-8.345586924709483,28.14025443907111,9.629786608602483
-8.344644399787159,27.89053477298522,9.39837285318486
-8.343701874864836,27.647932853538716,9.174066522401272
-8.342759349942513,27.41205809075189,8.956477048851042
-8.34181682502019,27.182551195804322,8.745245166226322
-8.340874300097868,26.959080923297716,8.540039651575146
-8.339931775175543,26.741341226613436,8.340554480659158
-8.33898925025322,26.52904876505967,8.146506335100838
-8.338046725330898,26.321940711854367,7.957632410366831
-8.337104200408575,26.11977282041021,7.773688482052917
-8.336161675486252,25.922317713230623,7.5944471947802565
-8.33521915056393,25.72936336335716,7.419696543642978
-8.334276625641605,25.540711742937297,7.249238522776132
-8.333334100719282,25.356177617318764,7.082887919450073
-8.33239157579696,25.1755874662563,6.920471235277603
-8.331449050874637,24.998778516490354,6.7618257187927036
-8.330506525952313,24.82559787217383,6.606798495877502
-8.32956400102999,24.655901731509807,6.455245786400054
-8.328621476107667,24.489554679538095,6.3070321970012335
-8.327678951185344,24.32642904836269,6.162030081322248
-8.326736426263022,24.166404337242614,6.020118960095674
-8.325793901340699,24.00936668594963,5.881184994503318
-8.324851376418374,23.8552083956264,5.745120507034592
-8.323908851496052,23.70382749209673,5.611823544796774
-8.322966326573729,23.555127327188828,5.481197480838656
-8.322023801651406,23.409016214173906,5.35315064958911
-8.321081276729084,23.265407093871847,5.227596012963024
-8.320138751806759,23.124217228380886,5.104450854091137
-8.319196226884436,22.98536791973455,4.983636495977003
-8.318253701962114,22.84878425108647,4.865078042682153
-8.317311177039791,22.71439484829739,4.748704140913163
-8.316368652117468,22.58213166002076,4.634446760107394
-8.315426127195146,22.451929754592328,4.5222409893227615
-8.314483602272821,22.323727132205367,4.4120248494131475
-8.313541077350498,22.197464551013187,4.303739119130923
-8.312598552428176,22.07308536593427,4.197327173932445
-8.311656027505853,21.950535379066917,4.092734836392716
-8.31071350258353,21.82976270072119,3.989910237237492
-8.309770977661206,21.71071762017737,3.888803686101972
-8.308828452738883,21.59335248536656,3.789367551211357
-8.30788592781656,21.477621590740924,3.6915561472514784
-8.306943402894237,21.363481072678038,3.595325630773139
-8.306000877971915,21.250888811816665,3.500633902528076
-8.30505835304959,21.139804341781026,3.407440516193401
-8.304115828127268,21.030188763799647,3.3157065929904816
-8.303173303204945,20.922004666764717,3.225394741744616
-8.302230778282622,20.815216052325127,3.136468983978087
-8.3012882533603,20.70978826463465,3.048894683658535
-8.300345728437975,20.60568792441341,2.9626384812605577
-8.299403203515652,20.502882867009497,2.877668231827382
-8.29846067859333,20.401342084170366,2.793952946742576
-8.297518153671007,20.301035669264095,2.7114627389513055
-8.296575628748684,20.20193476570542,2.6301687713865523
-8.295633103826361,20.104011518365283,2.550043208378785
-8.294690578904037,20.00723902775872,2.471059169844038
-8.293748053981714,19.9115913068237,2.393190688062732
-8.292805529059391,19.817043240114398,2.3164126668732825
-8.291863004137069,19.723570545252347,2.2407008431232573
-8.290920479214746,19.631149736484534,2.1660317502276327
-8.289977954292421,19.539758090212672,2.0923826836982413
-8.289035429370099,19.449373612367882,2.0197316685184297
-8.288092904447776,19.359975007511018,1.9480574282437366
-8.287150379525453,19.271541649553452,1.877339355722645
-8.28620785460313,19.18405355399504,1.807557485334754
-8.285265329680808,19.097491351586882,1.7386924666536052
-8.284322804758483,19.011836263331606,1.6707255394471865
-8.28338027983616,18.92707007674154,1.6036385099360468
-8.282437754913838,18.84317512327711,1.5374137282320572
-8.281495229991515,18.760134256899,1.4720340668905378
-8.28055270506919,18.6779308336661,1.4074829005083997
-8.279610180146868,18.596548692320695,1.343744086309329
-8.278667655224545,18.51597213580147,1.280801945657112
-8.277725130302223,18.436185913634798,1.218641246446906
-8.2767826053799,18.357175205152412,1.1572471863230536
-8.275840080457577,18.278925603490148,1.0966053766779782
-8.274897555535253,18.20142310032451,1.0367018273888773
-8.27395503061293,18.12465407130715,0.9775229322521762
-8.273012505690607,18.048605262157405,0.9190554550764113
-8.272069980768284,17.97326377538026,0.861286516400147
-8.271127455845962,17.898617057574192,0.8042035807999831
-8.270184930923637,17.824652887298473,0.7477944447580114
-8.269242406001315,17.751359363471224,0.6920472250598398
-8.268299881078992,17.678724894268626,0.6369503476941125
-8.26735735615667,17.606738186502135,0.582492537229718
-8.266414831234346,17.535388235447364,0.5286628066448041
-8.265472306312024,17.464664315102354,0.47545044758515886
-8.2645297813897,17.394555968853616,0.42284502103041105
-8.263587256467376,17.325053000530307,0.37083634834816637
-8.262644731545054,17.256145465825362,0.31941450271545047
-8.261702206622731,17.187823664068333,0.2685698008915286
-8.260759681700407,17.12007813033066,0.21829279532334728
-8.259817156778084,17.052899627848873,0.16857426656870805
-8.258874631855761,16.98627914074865,0.1194052160206241
-8.257932106933438,16.920207867057716,0.07077685892021222
-8.256989582011116,16.854677211992342,0.02268061764330749
-8.256047057088793,16.789678781505298,-0.024891884751474948
-8.255104532166468,16.725204376082893,-0.07194883072555566
-8.254162007244146,16.661245984780365,-0.11849821422503817
-8.253219482321823,16.597795779483064,-0.1645478464192265
-8.2522769573995,16.534846109385335,-0.21010536122177859
-8.251334432477178,16.472389495675813,-0.25517822060526774
-8.250391907554853,16.410418626420316,-0.29977371971815836
-8.24944938263253,16.348926351634216,-0.34389899181247346
-8.248506857710208,16.287905678534276,-0.387561012991676
-8.247564332787885,16.227349766964327,-0.4307666067849914
-8.246621807865562,16.167251924985607,-0.47352244855697506
-8.24567928294324,16.10760560462531,-0.5158350697588383
-8.244736758020915,16.04840439777643,-0.5577108620285122
-8.243794233098592,15.989642032243019,-0.5991560811453865
-8.24285170817627,15.931312367923276,-0.6401768508469594
-8.241909183253947,15.873409393126652,-0.6807791665117541
-8.240966658331624,15.815927221017997,-0.7209688987150589
-8.2400241334093,15.758860086183926,-0.7607517966624361
-8.239081608486977,15.702202341316905,-0.800133491505664
-8.238139083564654,15.645948454010785,-0.8391194995469229
-8.237196558642331,15.59009300366532,-0.8777152253343214
-8.236254033720009,15.534630678493684,-0.9159259646542743
-8.235311508797686,15.479556272629601,-0.9537569074242371
-8.234368983875362,15.424864683329847,-0.9912131404901381
-8.233426458953039,15.370550908269037,-1.0282996503315966
-8.232483934030716,15.316610042921537,-1.065021325679752
-8.231541409108393,15.26303727802917,-1.1013829600495864
-8.230598884186069,15.209827897149742,-1.1373892541912671
-8.229656359263746,15.156977274284515,-1.1730448184627007
-8.228713834341423,15.10448087158007,-1.208354175127403
-8.2277713094191,15.052334237103654,-1.2433217605791926
-8.226828784496778,15.000533002687808,-1.2779519274974704
-8.225886259574455,14.949072881842243,-1.3122489469352148
-8.22494373465213,14.89794966773032,-1.3462170103424376
-8.224001209729808,14.847159231208277,-1.379860231526986
-8.223058684807485,14.796697518923486,-1.4131826485560104
-8.222116159885163,14.74656055147147,-1.446188225598988
-8.22117363496284,14.696744421608201,-1.47888085471534
-8.220231110040515,14.647245292516018,-1.5112643575883955
-8.219288585118193,14.598059396121858,-1.5433424872071824
-8.21834606019587,14.54918303146446,-1.5751189294990153
-8.217403535273547,14.500612563110655,-1.606597304913187
-8.216461010351225,14.452344419617688,-1.6377811699585945
-8.215518485428902,14.40437509204045,-1.6686740186964009
-8.214575960506577,14.356701132481927,-1.69927928418951
-8.213633435584255,14.309319152685857,-1.7296003399099236
-8.212690910661932,14.262225822668839,-1.7596405011064111
-8.21174838573961,14.215417869392349,-1.7894030261325145
-8.210805860817285,14.168892075471803,-1.8188911177373768
-8.209863335894962,14.122645277922567,-1.8481079243197702
-8.20892081097264,14.076674366940203,-1.8770565411475961
-8.207978286050317,14.03097628471559,-1.905740011542831
-8.207035761127994,13.98554802428242,-1.9341613280339098
-8.206093236205671,13.94038662839658,-1.9623234334762918
-8.205150711283347,13.895489188446124,-1.9902292221423814
-8.204208186361024,13.850852843391372,-2.017881540781507
-8.203265661438701,13.806474778732952,-2.0452831896515864
-8.202323136516378,13.762352225508447,-2.0724369235225746
-8.201380611594056,13.718482459315556,-2.0993454526531954
-8.200438086671731,13.67486279936131,-2.1260114437416187
-8.199495561749409,13.631490607536938,-2.152437520850676
-8.198553036827086,13.588363287516316,-2.178626266309143
-8.197610511904763,13.545478283878891,-2.2045802215888854
-8.19666798698244,13.502833081255146,-2.230301888159302
-8.195725462060118,13.460425203494298,-2.255793728319557
-8.194782937137793,13.418252212853455,-2.281058166009343
-8.19384041221547,13.37631170920805,-2.306097587598499
-8.192897887293148,13.3346013292816,-2.330914342657028
-8.191955362370825,13.29311874589596,-2.3555107447048718
-8.191012837448502,13.251861667240071,-2.3798890719430976
-8.190070312526178,13.210827836157225,-2.404051567966547
-8.189127787603855,13.170015029450507,-2.428000442458448
-8.188185262681532,13.129421057204858,-2.4517378718681178
-8.18724273775921,13.089043762126657,-2.475266000071438
-8.186300212836887,13.048881018899321,-2.498586939015185
-8.185357687914562,13.00893073355467,-2.5217027693455583
-8.18441516299224,12.969190842860073,-2.544615541021132
-8.183472638069917,12.929659313719755,-2.567327273911272
-8.182530113147594,12.890334142591362,-2.589839958379672
-8.181587588225272,12.851213354916196,-2.6121555558540326
-8.180645063302947,12.812295004563115,-2.634275999382034
-8.179702538380624,12.773577173286121,-2.6562031941739033
-8.178760013458302,12.735057970194037,-2.67793901813242
-8.177817488535979,12.696735531233504,-2.6994853223700344
-8.176874963613656,12.65860801868376,-2.7208439317140005
-8.175932438691333,12.620673620663323,-2.7420166451996355
-8.174989913769009,12.582930550648147,-2.7630052365521114
-8.174047388846686,12.545377047001224,-2.7838114546568686
-8.173104863924364,12.508011372512462,-2.804437024019591
-8.17216233900204,12.470831813949752,-2.8248836452151367
-8.171219814079718,12.43383668162,-2.8451529953264703
-8.170277289157394,12.39702430894016,-2.8652467283735374
-8.16933476423507,12.36039305201836,-2.8851664757322357
-8.168392239312748,12.323941289243736,-2.904913846544326
-8.167449714390425,12.287667420886235,-2.9244904281177253
-8.166507189468103,12.251569868705023,-2.943897786318021
-8.16556466454578,12.215647075565638,-2.9631374659512684
-8.164622139623456,12.179897505065608,-2.9822109911383103
-8.163679614701133,12.144319641168668,-3.0011198656806264
-8.16273708977881,12.108911987846348,-3.0198655734185382
-8.161794564856487,12.073673068728034,-3.0384495785812016
-8.160852039934163,12.03860142675833,-3.0568733261291854
-8.15990951501184,12.003695623862187,-3.0751382420893805
-8.158966990089517,11.968954240616617,-3.093245733883094
-8.158024465167195,11.934375875930161,-3.1111971906466445
-8.157081940244872,11.899959146728866,-3.12899398354534
-8.15613941532255,11.865702687649023,-3.1466374660806706
-8.155196890400225,11.831605150736364,-3.1641289743910677
-8.154254365477902,11.797665205151976,-3.1814698275460747
-8.15331184055558,11.763881536883716,-3.198661327834697
-8.152369315633257,11.730252848464346,-3.2157047610473666
-8.151426790710934,11.696777858695235,-3.232601396752179
-8.15048426578861,11.663455302375807,-3.2493524885653606
-8.149541740866287,11.630283930038878,-3.265959274416031
-8.148599215943964,11.597262507690868,-3.2824229768057926
-8.147656691021641,11.564389816557945,-3.298744803062632
-8.146714166099319,11.531664652837048,-3.3149259455898807
-8.145771641176996,11.499085827452078,-3.3309675821099622
-8.144829116254671,11.466652165814919,-3.34687087590332
-8.143886591332349,11.434362507591636,-3.362636976042314
-8.142944066410026,11.402215706472774,-3.3782670176206926
-8.142001541487703,11.370210629948819,-3.3937621219782472
-8.141059016565379,11.33834615908983,-3.4091233969210655
-8.140116491643056,11.30662118832979,-3.424351936937304
-8.139173966720733,11.275034625254643,-3.4394488234089016
-8.13823144179841,11.243585390395076,-3.4544151248189197
-8.137288916876088,11.212272417023126,-3.4692518969548787
-8.136346391953765,11.181094650952781,-3.4839601831081026
-8.13540386703144,11.15005105034445,-3.4985410142692293
-8.134461342109118,11.119140585513476,-3.512995409319765
-8.133518817186795,11.08836223874182,-3.527324375220199
-8.132576292264472,11.057715004093918,-3.5415289071942606
-8.13163376734215,11.027197887235811,-3.5556099889097177
-8.130691242419825,10.996809905257706,-3.569568592655754
-8.129748717497502,10.966550086500234,-3.583405679516834
-8.12880619257518,10.936417470383404,-3.5971221995435387
-8.127863667652857,10.906411107239391,-3.6107190919198433
-8.126921142730534,10.87653005814815,-3.6241972851274946
-8.125978617808212,10.846773394776239,-3.6375576971071544
-8.125036092885887,10.8171401992185,-3.6508012354166466
-8.124093567963564,10.787629563843065,-3.663928797386083
-8.123151043041242,10.758240591138632,-3.676941270270368
-8.122208518118919,10.72897239356511,-3.689839531398646
-8.121265993196596,10.699824093406784,-3.7026244483211253
-8.120323468274272,10.670794822628116,-3.715296878953182
-8.119380943351949,10.641883722732512,-3.727857671716732
-8.118438418429626,10.61308994462308,-3.7403076656792438
-8.117495893507304,10.584412648466476,-3.752647690690041
-8.11655336858498,10.555851003558924,-3.764878567514182
-8.115610843662658,10.527404188194735,-3.7770011079639634
-8.114668318740334,10.49907138953711,-3.789016115028068
-8.113725793818011,10.47085180349151,-3.800924382998274
-8.112783268895688,10.442744634580798,-3.812726697594157
-8.111840743973366,10.414749095823073,-3.8244238360853244
-8.110898219051041,10.38686440861139,-3.836016567411658
-8.109955694128718,10.3590898025959,-3.847505652301248
-8.109013169206396,10.331424515567544,-3.8588918433865333
-8.108070644284073,10.3038677933443,-3.870175885318139
-8.10712811936175,10.276418889659167,-3.8813585148768857
-8.106185594439427,10.249077066050118,-3.8924404610837797
-8.105243069517103,10.221841591751971,-3.903422445308138
-8.10430054459478,10.194711743590313,-3.914305181373769
-8.103358019672458,10.167686805876777,-3.9250893756634775
-8.102415494750135,10.14076607030664,-3.9357757272216194
-8.101472969827812,10.11394883585787,-3.9463649278549893
-8.100530444905488,10.08723440869195,-3.956857662231974
-8.099587919983165,10.060622102056575,-3.967254607979942
-8.098645395060842,10.034111236189549,-3.977556435781189
-8.09770287013852,10.007701138224785,-3.987763809467041
-8.096760345216197,9.981391142099618,-3.9978773861104973
-8.095817820293874,9.955180588463739,-4.007897816117302
-8.09487529537155,9.929068824589603,-4.017825743315494
-8.093932770449227,9.90305520428456,-4.027661805043391
-8.092990245526904,9.877139087803965,-4.037406632236307
-8.092047720604581,9.8513198417662,-4.047060849511627
-8.091105195682257,9.825596839068819,-4.0566250752526125
-8.090162670759934,9.799969458806357,-4.066099921690712
-8.089220145837611,9.774437086188987,-4.075485994986707
-8.088277620915289,9.748999112463006,-4.084783895310354
-8.087335095992966,9.723654934832368,-4.093994216918824
-8.086392571070643,9.698403956381528,-4.103117548233856
-8.085450046148319,9.67324558599949,-4.112154471917659
-8.084507521225996,9.648179238305323,-4.121105564947553
-8.083564996303673,9.623204333574387,-4.129971398689523
-8.08262247138135,9.598320297666227,-4.13875253897048
-8.081679946459028,9.573526561953361,-4.147449546149416
-8.080737421536703,9.548822563251225,-4.15606297518746
-8.07979489661438,9.524207743749429,-4.164593375716723
-8.078852371692058,9.499681550943688,-4.173041292108191
-8.077909846769735,9.475243437569208,-4.181407263538456
-8.076967321847413,9.450892861534982,-4.189691824055429
-8.07602479692509,9.426629285859073,-4.197895502643019
-8.075082272002765,9.402452178604936,-4.206018823284806
-8.074139747080443,9.378361012818878,-4.214062305026707
-8.07319722215812,9.354355266468126,-4.22202646203872
-8.072254697235797,9.33043442238022,-4.229911803675664
-8.071312172313473,9.306597968183127,-4.237718834537036
-8.07036964739115,9.28284539624652,-4.245448054525804
-8.069427122468827,9.259176203623507,-4.253099958906556
-8.068484597546504,9.235589891993707,-4.2606750383625265
-8.067542072624182,9.212085967606964,-4.268173779051861
-8.066599547701859,9.188663941227965,-4.275596662663024
-8.065657022779535,9.165323328081644,-4.282944166469359
-8.064714497857212,9.14206364779962,-4.290216763382767
-8.06377197293489,9.118884424367044,-4.2974149220067215
-8.062829448012566,9.095785186070625,-4.304539106688353
-8.061886923090244,9.072765465447256,-4.3115897775697976
-8.06094439816792,9.04982479923339,-4.318567390638822
-8.060001873245596,9.026962728315379,-4.325472397778599
-8.059059348323274,9.00417879768013,-4.332305246816891
-8.058116823400951,8.981472556366912,-4.339066381574371
-8.057174298478628,8.95884355741967,-4.345756241912299
-8.056231773556306,8.936291357840064,-4.352375263779492
-8.055289248633981,8.913815518541151,-4.3589238792586125
-8.054346723711658,8.891415604302008,-4.3654025166117165
-8.053404198789336,8.8690911837225,-4.371811600325268
-8.052461673867013,8.846841829179215,-4.378151551154389
-8.05151914894469,8.824667116781772,-4.384422786166501
-8.050576624022366,8.802566626329792,-4.390625718784363
-8.049634099100043,8.78053994127065,-4.396760758828433
-8.04869157417772,8.7585866486575,-4.4028283125587055
-8.047749049255398,8.736706339108215,-4.408828782715892
-8.046806524333075,8.714898606764786,-4.414762568562011
-8.045863999410752,8.6931630492533,-4.420630065920432
-8.044921474488428,8.671499267644466,-4.426431667215334
-8.043978949566105,8.64990686641486,-4.432167761510605
-8.043036424643782,8.628385453408384,-4.4378387345482135
-8.04209389972146,8.6069346397986,-4.443444968786022
-8.041151374799135,8.585554040051406,-4.448986843435069
-8.040208849876812,8.564243271888417,-4.454464734496321
-8.03926632495449,8.543001956250528,-4.45987901479697
-8.038323800032167,8.521829717262309,-4.465230054026147
-8.037381275109844,8.500726182196756,-4.470518218770197
-8.036438750187521,8.47969098144054,-4.475743872547435
-8.035496225265197,8.458723748459677,-4.480907375842457
-8.034553700342874,8.437824119765931,-4.486009086139917
-8.033611175420551,8.4169917348832,-4.491049357957932
-8.032668650498229,8.396226236314844,-4.496028542880957
-8.031726125575906,8.375527269511172,-4.500946989592235
-8.030783600653582,8.354894482837448,-4.505805043905825
-8.029841075731259,8.334327527542484,-4.5106030487981394
-8.028898550808936,8.313826057727287,-4.51534134443914
-8.027956025886613,8.293389730314491,-4.5200202682230515
-8.02701350096429,8.273018205018065,-4.5246401547986626
-8.026070976041968,8.252711144313384,-4.529201336099267
-8.025128451119643,8.232468213407733,-4.533704141372159
-8.02418592619732,8.212289080211368,-4.538148897207728
-8.023243401274998,8.192173415308574,-4.542535927568237
-8.022300876352675,8.172120891929492,-4.546865553816149
-8.02135835143035,8.152131185922123,-4.551138094742088
-8.020415826508028,8.13220397572487,-4.555353866592464
-8.019473301585705,8.112338942339113,-4.55951318309671
-8.018530776663383,8.09253576930251,-4.563616355494172
-8.01758825174106,8.072794142662431,-4.5676636925606475
-8.016645726818737,8.05311375094983,-4.5716555006345425
-8.015703201896413,8.033494285153372,-4.575592083642777
-8.01476067697409,8.01393543869411,-4.579473743126218
-8.013818152051767,7.994436907400106,-4.5833007782649355
-8.012875627129445,7.974998389481765,-4.5870734859030176
-8.011933102207122,7.9556195855072795,-4.590792160573121
-8.010990577284797,7.936300198378414,-4.59445709452069
-8.010048052362475,7.917039933306786,-4.59806857772784
-8.009105527440152,7.897838497790039,-4.60162689793702
-8.00816300251783,7.878695601588753,-4.6051323406742695
-8.007220477595506,7.859610956703418,-4.608585189272242
-8.006277952673184,7.840584277351752,-4.611985724892932
-8.00533542775086,7.821615279946279,-4.615334226550084
-8.004392902828537,7.802703683072352,-4.618630971131345
-8.003450377906214,7.783849207466108,-4.621876233420149
-8.002507852983891,7.765051575993053,-4.625070286117294
-8.001565328061568,7.746310513626749,-4.628213399862265
-8.000622803139244,7.72762574742774,-4.631305843254314
-7.999680278216921,7.708997006522957,-4.634347882873202
-7.9987377532945985,7.690424022084986,-4.637339783299802
-7.997795228372276,7.671906527311977,-4.6402818071363345
-7.996852703449952,7.6534442574076,-4.643174215026426
-7.995910178527629,7.635036949561357,-4.64601726567487
-7.994967653605306,7.61668434292898,-4.648811215867181
-7.994025128682983,7.598386178613268,-4.651556320488905
-7.99308260376066,7.580142199644987,-4.6542528325446675
-7.992140078838337,7.561952150964093,-4.656901003177022
-7.991197553916014,7.543815779401238,-4.659501081685034
-7.9902550289936904,7.5257328336593075,-4.6620533155426855
-7.989312504071368,7.507703064295443,-4.664557950417003
-7.988369979149045,7.489726223703029,-4.667015230186024
-7.987427454226722,7.471802066094078,-4.66942539695648
-7.986484929304399,7.453930347481753,-4.671788691081337
-7.985542404382076,7.4361108256631425,-4.674105351177069
-7.984599879459752,7.418343260202137,-4.67637561414076
-7.98365735453743,7.400627412412691,-4.678599715166982
-7.982714829615107,7.382963045342079,-4.6807778877644886
-7.981772304692783,7.365349923754495,-4.6829103637727085
-7.980829779770461,7.347787814114861,-4.684997373377998
-7.979887254848137,7.330276484572665,-4.687039145129789
-7.978944729925814,7.312815704946198,-4.689035905956466
-7.9780022050034916,7.295405246706798,-4.690987881181111
-7.977059680081168,7.2780448829633855,-4.69289529453701
-7.976117155158845,7.260734388447224,-4.694758368183041
-7.975174630236522,7.243473539496637,-4.69657732271883
-7.974232105314199,7.2262621140422265,-4.698352377199763
-7.973289580391876,7.2090998915919595,-4.700083749151797
-7.9723470554695535,7.1919866532166274,-4.701771654586123
-7.97140453054723,7.174922181535387,-4.703416308013657
-7.970462005624907,7.15790626070155,-4.70501792245933
-7.9695194807025835,7.140938676388356,-4.706576709476279
-7.968576955780261,7.1240192157751885,-4.708092879159799
-7.967634430857938,7.107147667533649,-4.709566640161189
-7.9666919059356145,7.090323821813998,-4.710998199701447
-7.965749381013292,7.073547470231748,-4.712387763584729
-7.964806856090968,7.056818405854233,-4.71373553621175
-7.9638643311686454,7.040136423187543,-4.71504172059301
-7.962921806246323,7.023501318163468,-4.7163065183618045
-7.961979281323999,7.006912888126623,-4.7175301297871695
-7.961036756401676,6.990370931821817,-4.718712753786654
-7.960094231479353,6.973875249381352,-4.719854587938926
-7.95915170655703,6.957425642312714,-4.720955828496257
-7.958209181634707,6.941021913486197,-4.722016670396875
-7.957266656712384,6.924663867122779,-4.7230373072771705
-7.956324131790061,6.90835130878214,-4.724017931483736
-7.955381606867737,6.892084045350707,-4.7249587340853445
-7.954439081945415,6.875861885029989,-4.725859904884729
-7.953496557023092,6.859684637324884,-4.726721632430245
-7.952554032100769,6.843552113032233,-4.727544104027425
-7.951611507178446,6.827464124229433,-4.728327505750406
-7.950668982256123,6.8114204842632455,-4.729072022453201
-7.949726457333799,6.795421007738623,-4.72977783778085
-7.948783932411477,6.779465510507783,-4.730445134180529
-7.947841407489154,6.763553809659272,-4.731074092912403
-7.94689888256683,6.7476857235072485,-4.731664894060462
-7.945956357644508,6.73186107158089,-4.732217716543221
-7.945013832722184,6.716079674613797,-4.732732738124254
-7.944071307799861,6.700341354533679,-4.7332101354226985
-7.9431287828775385,6.6846459344519715,-4.733650083923573
-7.942186257955215,6.668993238653727,-4.7340527579879925
-7.941243733032892,6.653383092587562,-4.7344183308633445
-7.940301208110569,6.6378153228556025,-4.73474697469326
-7.939358683188246,6.622289757203784,-4.735038860527519
-7.938416158265923,6.606806224511949,-4.7352941583319
-7.9374736333436005,6.5913645547843105,-4.735513036997823
-7.936531108421277,6.57596457913987,-4.735695664351976
-7.935588583498954,6.560606129803039,-4.735842207165799
-7.9346460585766305,6.545289040094202,-4.735952831164874
-7.933703533654308,6.530013144420613,-4.736027701038238
-7.932761008731985,6.514778278267138,-4.736066980447539
-7.9318184838096615,6.499584278187276,-4.736070832036181
-7.930875958887339,6.484430981794245,-4.7360394174382945
-7.929933433965015,6.4693182277520425,-4.735972897287654
-7.928990909042692,6.454245855766789,-4.735871431226515
-7.92804838412037,6.439213706577983,-4.735735177914307
-7.927105859198046,6.42422162194996,-4.735564295036297
-7.926163334275723,6.409269444663449,-4.735358939312105
-7.9252208093534,6.39435701850708,-4.73511926650419
-7.924278284431077,6.379484188269203,-4.734845431426193
-7.923335759508754,6.3646507997295405,-4.734537587951243
-7.922393234586432,6.349856699651138,-4.7341958890201274
-7.921450709664108,6.33510173577227,-4.733820486649437
-7.920508184741785,6.320385756798526,-4.7334115319395735
-7.919565659819462,6.305708612394826,-4.732969175082705
-7.918623134897139,6.291070153177748,-4.732493565370634
-7.917680609974816,6.276470230707673,-4.731984851202589
-7.916738085052493,6.261908697481217,-4.7314431800929135
-7.91579556013017,6.247385406923668,-4.730868698678734
-7.914853035207846,6.2329002133814315,-4.730261552727474
-7.913910510285524,6.218452972114722,-4.72962188714435
-7.912967985363201,6.204043539290108,-4.728949845979776
-7.912025460440877,6.189671771973324,-4.728245572436677
-7.911082935518555,6.175337528122089,-4.727509208877759
-7.910140410596231,6.161040666578915,-4.726740896832682
-7.909197885673908,6.146781047064165,-4.725940777005179
-7.9082553607515855,6.132558530168981,-4.725108989280073
-7.907312835829262,6.118372977348433,-4.724245672730264
-7.906370310906939,6.104224250914702,-4.7233509656236405
-7.905427785984616,6.090112214030254,-4.722425005429868
-7.904485261062293,6.076036730701207,-4.721467928827214
-7.90354273613997,6.061997665770649,-4.720479871709185
-7.902600211217647,6.047994884912088,-4.719460969191213
-7.901657686295324,6.034028254622957,-4.718411355617171
-7.900715161373001,6.0200976422182055,-4.7173311645659135
-7.8997726364506775,6.006202915823859,-4.7162205288577
-7.898830111528355,5.992343944370787,-4.715079580560573
-7.897887586606032,5.978520597588398,-4.713908450996668
-7.8969450616837085,5.964732745998464,-4.712707270748477
-7.896002536761386,5.9509802609090565,-4.711476169665021
-7.895060011839062,5.937263014408371,-4.710215276868006
-7.894117486916739,5.923580879358845,-4.708924720757882
-7.893174961994417,5.9099337293911205,-4.707604629019856
-7.892232437072093,5.896321438898166,-4.7062551286298495
-7.89128991214977,5.882743883029527,-4.704876345860407
-7.890347387227447,5.869200937685428,-4.703468406286523
-7.889404862305124,5.855692479511173,-4.702031434791448
-7.888462337382801,5.842218385891384,-4.700565555572411
-7.887519812460479,5.828778534944456,-4.699070892146282
-7.886577287538155,5.815372805516969,-4.6975475673552145
-7.885634762615832,5.802001077178234,-4.6959957033722235
-7.884692237693509,5.788663230214764,-4.694415421706669
-7.883749712771186,5.77535914562498,-4.6928068432097545
