omegaT,zeta,re,im
0.5235987755982988,0.13906953476738368,0.8075604743433035,0.4607827565442395
0.5235987755982988,0.1395697848924462,0.8073659529577802,0.46063232707092044
0.5235987755982988,0.14007003501750875,0.8071715391189019,0.4604818352294705
0.5235987755982988,0.14057028514257128,0.8069772327688806,0.4603312810614051
0.5235987755982988,0.1410705352676338,0.8067830338499588,0.46018066460811174
0.5235987755982988,0.14157078539269632,0.8065889423044099,0.46002998591085137
0.5235987755982988,0.14207103551775888,0.8063949580745378,0.4598792450107576
0.5235987755982988,0.1425712856428214,0.8062010811026774,0.4597284419488371
0.5235987755982988,0.14307153576788392,0.8060073113311941,0.4595775767659695
0.5235987755982988,0.14357178589294647,0.8058136487024837,0.45942664950290746
0.5235987755982988,0.144072036018009,0.8056200931589732,0.45927566020027677
0.5235987755982988,0.14457228614307152,0.8054266446431197,0.45912460889857626
0.5235987755982988,0.14507253626813404,0.8052333030974109,0.4589734956381779
0.5235987755982988,0.1455727863931966,0.8050400684643653,0.45882232045932697
0.5235987755982988,0.14607303651825912,0.804846940686532,0.4586710834021419
0.5235987755982988,0.14657328664332164,0.8046539197064903,0.45851978450661446
0.5235987755982988,0.1470735367683842,0.8044610054668503,0.45836842381260934
0.5235987755982988,0.14757378689344672,0.8042681979102527,0.4582170013598651
0.5235987755982988,0.14807403701850924,0.8040754969793682,0.45806551718799327
0.5235987755982988,0.14857428714357176,0.8038829026168988,0.45791397133647893
0.5235987755982988,0.14907453726863432,0.8036904147655763,0.4577623638446805
0.5235987755982988,0.14957478739369684,0.8034980333681631,0.45761069475182997
0.5235987755982988,0.15007503751875936,0.8033057583674518,0.4574589640970328
0.5235987755982988,0.1505752876438219,0.8031135897062662,0.4573071719192678
0.5235987755982988,0.15107553776888444,0.8029215273274596,0.4571553182573875
0.5235987755982988,0.15157578789394696,0.8027295711739162,0.45700340315011795
0.5235987755982988,0.15207603801900949,0.8025377211885503,0.4568514266360589
0.5235987755982988,0.15257628814407204,0.8023459773143069,0.4566993887536834
0.5235987755982988,0.15307653826913456,0.8021543394941608,0.4565472895413387
0.5235987755982988,0.15357678839419708,0.8019628076711176,0.45639512903724555
0.5235987755982988,0.1540770385192596,0.8017713817882132,0.45624290727949807
0.5235987755982988,0.15457728864432216,0.8015800617885133,0.4560906243060646
0.5235987755982988,0.15507753876938468,0.8013888476151142,0.455938280154787
0.5235987755982988,0.1555777888944472,0.8011977392111426,0.4557858748633811
0.5235987755982988,0.15607803901950976,0.8010067365197551,0.45563340846943645
0.5235987755982988,0.15657828914457228,0.8008158394841388,0.4554808810104165
0.5235987755982988,0.1570785392696348,0.800625048047511,0.4553282925236586
0.5235987755982988,0.15757878939469733,0.8004343621531188,0.45517564304637387
0.5235987755982988,0.15807903951975988,0.8002437817442402,0.45502293261564775
0.5235987755982988,0.1585792896448224,0.8000533067641823,0.454870161268439
0.5235987755982988,0.15907953976988493,0.7998629371562834,0.4547173290415811
0.5235987755982988,0.15957978989494745,0.7996726728639114,0.45456443597178103
0.5235987755982988,0.16008004002001,0.7994825138304643,0.45441148209562005
0.5235987755982988,0.16058029014507252,0.7992924599993704,0.4542584674495533
0.5235987755982988,0.16108054027013505,0.7991025113140878,0.4541053920699101
0.5235987755982988,0.1615807903951976,0.798912667718105,0.45395225599289374
0.5235987755982988,0.16208104052026012,0.7987229291549401,0.45379905925458197
0.5235987755982988,0.16258129064532265,0.798533295568142,0.4536458018909261
0.5235987755982988,0.16308154077038517,0.7983437669012887,0.4534924839377524
0.5235987755982988,0.16358179089544772,0.7981543430979886,0.45333910543076034
0.5235987755982988,0.16408204102051024,0.7979650241018803,0.4531856664055246
0.5235987755982988,0.16458229114557277,0.7977758098566321,0.4530321668974933
0.5235987755982988,0.16508254127063532,0.7975867003059421,0.4528786069419891
0.5235987755982988,0.16558279139569784,0.7973976953935391,0.45272498657420895
0.5235987755982988,0.16608304152076037,0.7972087950631804,0.452571305829224
