f_percent,K,pole_re,pole_im,zeta,stable,classification
-30.0,0.06783606914108303,0.9499694999049458,0.0,1.0,True,non-ringing
-30.0,0.0752323268712176,0.9448324463272847,0.0,1.0,True,non-ringing
-30.0,0.08343500851569784,0.9392080242816709,0.0,1.0,True,non-ringing
-30.0,0.09253203955702538,0.9330595416685251,0.0,1.0,True,non-ringing
-30.0,0.10262093211115302,0.9263499144498049,0.0,1.0,True,non-ringing
-30.0,0.11380983017100621,0.9190423574034201,0.0,1.0,True,non-ringing
-30.0,0.12621866881430865,0.9111012696017184,0.0,1.0,True,non-ringing
-30.0,0.1399804598013949,0.9024933403105189,0.0,1.0,True,non-ringing
-30.0,0.15524271734347939,0.8931888954807787,0.0,1.0,True,non-ringing
-30.0,0.17216903932435343,0.8831634941244155,0.0,1.0,True,non-ringing
-30.0,0.1909408609248092,-0.3816703133628361,0.7967844247043552,0.06128990687796331,True,ringing
-30.0,0.21175939944708896,-0.38632442646478515,0.8160328824925566,0.05069980938862329,True,ringing
-30.0,0.23484781118615636,-0.3917417001940734,0.83706129791306,0.039219735415777716,True,ringing
-30.0,0.2604535834675404,-0.3980541335820653,0.8599974423324366,0.026817239723671494,True,ringing
-30.0,0.28885118749227573,-0.40541497329547205,0.8849693280015782,0.01346988723219523,True,ringing
-30.0,0.3203450204250925,-0.4140010116447733,0.9121026968359984,-0.000831955109629657,False,unstable
-30.0,0.35527266826243264,-0.4240147258338929,0.9415180023022943,-0.016082327818313324,False,unstable
-30.0,0.3940085244553465,-0.43568614164595376,0.9733269291648847,-0.032257137419443166,False,unstable
-30.0,0.43696780307570626,-0.44927432454846733,1.0076285460926033,-0.049312164501168404,False,unstable
-30.0,0.4846109895433208,-0.46506844912537704,1.0445052303088138,-0.06718193915468317,False,unstable
-30.0,0.5374487766218056,-0.4833884732585157,1.0840185262614435,-0.08577976492072333,False,unstable
-30.0,0.5960475385927138,-0.504585537225658,1.12620508617625,-0.10499907170746929,False,unstable
-30.0,0.6610354022862212,-0.529042301748752,1.171072779347573,-0.12471612065084187,False,unstable
-30.0,0.733108980044444,-0.5571735103559607,1.2185969499578608,-0.14479389641191023,False,unstable
-30.0,0.8130408367887928,-0.5894270905985904,1.2687166635471196,-0.16508684642850013,False,unstable
-30.0,0.9016877712317013,-0.6262860869709005,1.3213306322219163,-0.18544600521229304,False,unstable
-30.0,1.0,-0.6682716520397904,1.3762923707934536,-0.20572400391588982,False,unstable
-29.0,0.0001,0.9999232249820624,0.0,1.0,True,non-ringing
-29.0,0.00011090313431155938,0.9999148547777434,0.0,1.0,True,non-ringing
-29.0,0.0001229950520012778,0.9999055721149406,0.0,1.0,True,non-ringing
-29.0,0.0001364053677175493,0.9998952775429895,0.0,1.0,True,non-ringing
-29.0,0.00015127782816797016,0.9998838607762361,0.0,1.0,True,non-ringing
-29.0,0.00016777185295673396,0.9998711995145924,0.0,1.0,True,non-ringing
-29.0,0.00018606424342159842,0.9998571581359181,0.0,1.0,True,non-ringing
-29.0,0.0002063510777876421,0.9998415862463639,0.0,1.0,True,non-ringing
-29.0,0.0002288498129521791,0.9998243170733438,0.0,1.0,True,non-ringing
-29.0,0.0002538016154301076,0.9998051656840676,0.0,1.0,True,non-ringing
-29.0,0.00028147394644535966,0.9997839270108668,0.0,1.0,True,non-ringing
-29.0,0.00031216342887834366,0.9997603736624214,0.0,1.0,True,non-ringing
-29.0,0.0003461990268005186,0.9997342534978833,0.0,1.0,True,non-ringing
-29.0,0.00038394557167789064,0.9997052869383387,0.0,1.0,True,non-ringing
-29.0,0.00042580767304121515,0.9996731639874366,0.0,1.0,True,non-ringing
-29.0,0.0004722340555418245,0.9996375409299705,0.0,1.0,True,non-ringing
-29.0,0.0005237223688824735,0.9995980366739872,0.0,1.0,True,non-ringing
-29.0,0.0005808245221814102,0.9995542286983123,0.0,1.0,True,non-ringing
-29.0,0.0006441525999493224,0.9995056485634535,0.0,1.0,True,non-ringing
-29.0,0.0007143854230931981,0.9994517769395184,0.0,1.0,True,non-ringing
-29.0,0.0007922758252752512,0.999392038099916,0.0,1.0,True,non-ringing
-29.0,0.0008786587226230274,0.9993257938244708,0.0,1.0,True,non-ringing
-29.0,0.0009744600632908472,0.9992523366497406,0.0,1.0,True,non-ringing
-29.0,0.0010807067528039549,0.9991708823981733,0.0,1.0,True,non-ringing
-29.0,0.001198537661576262,0.99908056191084,0.0,1.0,True,non-ringing
-29.0,0.001329215832592545,0.9989804119010863,0.0,1.0,True,non-ringing
-29.0,0.0014741420201106225,0.99886936483838,0.0,1.0,True,non-ringing
-29.0,0.001634869704506417,0.9987462377629628,0.0,1.0,True,non-ringing
-29.0,0.0018131217442077456,0.9986097199224644,0.0,1.0,True,non-ringing
-29.0,0.0020108088432108043,0.9984583591116092,0.0,1.0,True,non-ringing
-29.0,0.0022300500321347895,0.9982905465853833,0.0,1.0,True,non-ringing
-29.0,0.002473195382353419,0.9981045004045872,0.0,1.0,True,non-ringing
-29.0,0.002742851196678697,0.9978982470606508,0.0,1.0,True,non-ringing
-29.0,0.0030419079466187894,0.9976696012140116,0.0,1.0,True,non-ringing
-29.0,0.003373571255672634,0.9974161433673157,0.0,1.0,True,non-ringing
-29.0,0.0037413962607747778,0.9971351952814622,0.0,1.0,True,non-ringing
-29.0,0.004149325720214712,0.9968237929291417,0.0,1.0,True,non-ringing
-29.0,0.004601732276513801,0.9964786567676434,0.0,1.0,True,non-ringing
-29.0,0.005103465327280476,0.9960961591003819,0.0,1.0,True,non-ringing
-29.0,0.005659903006457729,0.9956722882857931,0.0,1.0,True,non-ringing
-29.0,0.006277009833155804,0.9952026095433113,0.0,1.0,True,non-ringing
-29.0,0.00696140064601457,0.9946822221006197,0.0,1.0,True,non-ringing
-29.0,0.007720411508415302,0.9941057124247632,0.0,1.0,True,non-ringing
-29.0,0.008562178344582902,0.9934671032844482,0.0,1.0,True,non-ringing
-29.0,0.009495724149488028,0.9927597984032936,0.0,1.0,True,non-ringing
-29.0,0.010531055707361887,0.9919765224870059,0.0,1.0,True,non-ringing
-29.0,0.011679270855560683,0.9911092564443449,0.0,1.0,True,non-ringing
-29.0,0.012952677443553275,0.9901491676765521,0.0,1.0,True,non-ringing
-29.0,0.014364925262166945,0.9890865353876743,0.0,1.0,True,non-ringing
-29.0,0.01593115235725613,0.987910670975056,0.0,1.0,True,non-ringing
-29.0,0.017668147296146925,0.9866098337031348,0.0,1.0,True,non-ringing
-29.0,0.019594529126209955,0.9851711420537728,0.0,1.0,True,non-ringing
-29.0,0.02173094695455825,0.983580481394593,0.0,1.0,True,non-ringing
-29.0,0.02410030128818746,0.9818224089267542,0.0,1.0,True,non-ringing
-29.0,0.02672798950712899,0.9798800572825461,0.0,1.0,True,non-ringing
-29.0,0.02964217810187076,0.9777350386607839,0.0,1.0,True,non-ringing
-29.0,0.032874104593189374,0.9753673520376517,0.0,1.0,True,non-ringing
-29.0,0.03645841237070733,0.9727552967994724,0.0,1.0,True,non-ringing
-29.0,0.040433522039347726,0.9698753971414924,0.0,1.0,True,non-ringing
-29.0,0.04484204325419173,0.9667023427961156,0.0,1.0,True,non-ringing
-29.0,0.04973123145824381,0.9632089531273331,0.0,1.0,True,non-ringing
-29.0,0.05515349441892861,0.9593661733859551,0.0,1.0,True,non-ringing
-29.0,0.061166953992942745,0.9551431139838178,0.0,1.0,True,non-ringing
-29.0,0.06783606914108303,0.9505071460184811,0.0,1.0,True,non-ringing
-29.0,0.0752323268712176,0.9454240689359765,0.0,1.0,True,non-ringing
-29.0,0.08343500851569784,0.9398583690794103,0.0,1.0,True,non-ringing
-29.0,0.09253203955702538,0.9337735907771987,0.0,1.0,True,non-ringing
-29.0,0.10262093211115302,0.9271328443006513,0.0,1.0,True,non-ringing
-29.0,0.11380983017100621,0.9198994770234022,0.0,1.0,True,non-ringing
-29.0,0.12621866881430865,0.9120379347796841,0.0,1.0,True,non-ringing
-29.0,0.1399804598013949,0.9035148387998262,0.0,1.0,True,non-ringing
-29.0,0.15524271734347939,0.8943002984373356,0.0,1.0,True,non-ringing
-29.0,0.17216903932435343,0.8843694696242181,0.0,1.0,True,non-ringing
-29.0,0.1909408609248092,-0.38732260638140503,0.8034248911251334,0.05653565225776839,True,ringing
-29.0,0.21175939944708896,-0.39202759505706253,0.822491844251285,0.04611992806663957,True,ringing
-29.0,0.23484781118615636,-0.39749671448435764,0.8433254536620421,0.034827785371890685,True,ringing
-29.0,0.2604535834675404,-0.4038611995854371,0.8660531161164907,0.02262665425029318,True,ringing
-29.0,0.28885118749227573,-0.4112733658396253,0.8908026240742517,0.009493602660231379,True,ringing
-29.0,0.3203450204250925,-0.4199089177773022,0.9176997019919481,-0.004581940614925885,False,unstable
-29.0,0.35527266826243264,-0.42996911642253155,0.9468650359364712,-0.01959544915349046,False,unstable
-29.0,0.3940085244553465,-0.4416826915705202,0.9784108347813795,-0.03552478351050622,False,unstable
-29.0,0.43696780307570626,-0.45530740185799384,1.0124370097138768,-0.052328185232592285,False,unstable
-29.0,0.4846109895433208,-0.47113118960377665,1.0490271024377913,-0.06994308853811376,False,unstable
-29.0,0.5374487766218056,-0.48947294851295897,1.088244116748159,-0.08828602752426949,False,unstable
-29.0,0.5960475385927138,-0.5106830124058566,1.1301263978827873,-0.10725382530323592,False,unstable
-29.0,0.6610354022862212,-0.5351435654502352,1.1746836487495367,-0.12672610401350162,False,unstable
-29.0,0.733108980044444,-0.5632692472854435,1.2218930712537726,-0.14656897512126385,False,unstable
-29.0,0.8130408367887928,-0.5955082603312842,1.2716954860786045,-0.16663959650825005,False,unstable
-29.0,0.9016877712317013,-0.6323442715917778,1.3239911360188499,-0.1867911582297802,False,unstable
-29.0,1.0,-0.6742993416652305,1.378634738190599,-0.20687781234448213,False,unstable
-28.0,0.0001,0.9999240584398106,0.0,1.0,True,non-ringing
-28.0,0.00011090313431155938,0.9999157790999926,0.0,1.0,True,non-ringing
-28.0,0.0001229950520012778,0.9999065972068155,0.0,1.0,True,non-ringing
-28.0,0.0001364053677175493,0.9998964143891311,0.0,1.0,True,non-ringing
-28.0,0.00015127782816797016,0.9998851215583977,0.0,1.0,True,non-ringing
-28.0,0.00016777185295673396,0.9998725977420415,0.0,1.0,True,non-ringing
-28.0,0.00018606424342159842,0.9998587087900135,0.0,1.0,True,non-ringing
-28.0,0.0002063510777876421,0.999843305940878,0.0,1.0,True,non-ringing
-28.0,0.0002288498129521791,0.9998262242321982,0.0,1.0,True,non-ringing
-28.0,0.0002538016154301076,0.9998072807384126,0.0,1.0,True,non-ringing
-28.0,0.00028147394644535966,0.9997862726175621,0.0,1.0,True,non-ringing
-28.0,0.00031216342887834366,0.9997629749462775,0.0,1.0,True,non-ringing
-28.0,0.0003461990268005186,0.999737138320201,0.0,1.0,True,non-ringing
-28.0,0.00038394557167789064,0.9997084861945986,0.0,1.0,True,non-ringing
-28.0,0.00042580767304121515,0.9996767119372936,0.0,1.0,True,non-ringing
-28.0,0.0004722340555418245,0.999641475563056,0.0,1.0,True,non-ringing
-28.0,0.0005237223688824735,0.999602400115337,0.0,1.0,True,non-ringing
-28.0,0.0005808245221814102,0.9995590676577244,0.0,1.0,True,non-ringing
-28.0,0.0006441525999493224,0.9995110148334818,0.0,1.0,True,non-ringing
-28.0,0.0007143854230931981,0.999457727947342,0.0,1.0,True,non-ringing
-28.0,0.0007922758252752512,0.9993986375188266,0.0,1.0,True,non-ringing
-28.0,0.0008786587226230274,0.9993331122513731,0.0,1.0,True,non-ringing
-28.0,0.0009744600632908472,0.9992604523557251,0.0,1.0,True,non-ringing
-28.0,0.0010807067528039549,0.9991798821599127,0.0,1.0,True,non-ringing
-28.0,0.001198537661576262,0.999090541931406,0.0,1.0,True,non-ringing
-28.0,0.001329215832592545,0.998991478829645,0.0,1.0,True,non-ringing
-28.0,0.0014741420201106225,0.9988816368992088,0.0,1.0,True,non-ringing
-28.0,0.001634869704506417,0.9987598460052463,0.0,1.0,True,non-ringing
-28.0,0.0018131217442077456,0.9986248096035337,0.0,1.0,True,non-ringing
-28.0,0.0020108088432108043,0.9984750912274933,0.0,1.0,True,non-ringing
-28.0,0.0022300500321347895,0.998309099563941,0.0,1.0,True,non-ringing
-28.0,0.002473195382353419,0.9981250719779073,0.0,1.0,True,non-ringing
-28.0,0.002742851196678697,0.9979210563350529,0.0,1.0,True,non-ringing
-28.0,0.0030419079466187894,0.9976948909576526,0.0,1.0,True,non-ringing
-28.0,0.003373571255672634,0.9974441825372298,0.0,1.0,True,non-ringing
-28.0,0.0037413962607747778,0.9971662818137761,0.0,1.0,True,non-ringing
-28.0,0.004149325720214712,0.9968582568182924,0.0,1.0,True,non-ringing
-28.0,0.004601732276513801,0.9965168634624919,0.0,1.0,True,non-ringing
-28.0,0.005103465327280476,0.9961385132473326,0.0,1.0,True,non-ringing
-28.0,0.005659903006457729,0.9957192378512261,0.0,1.0,True,non-ringing
-28.0,0.006277009833155804,0.9952546503498672,0.0,1.0,True,non-ringing
-28.0,0.00696140064601457,0.9947399028139374,0.0,1.0,True,non-ringing
-28.0,0.007720411508415302,0.9941696400292579,0.0,1.0,True,non-ringing
-28.0,0.008562178344582902,0.9935379490883096,0.0,1.0,True,non-ringing
-28.0,0.009495724149488028,0.9928383046140972,0.0,1.0,True,non-ringing
-28.0,0.010531055707361887,0.9920635093998262,0.0,1.0,True,non-ringing
-28.0,0.011679270855560683,0.9912056302837773,0.0,1.0,True,non-ringing
-28.0,0.012952677443553275,0.9902559291323623,0.0,1.0,True,non-ringing
-28.0,0.014364925262166945,0.9892047888801643,0.0,1.0,True,non-ringing
-28.0,0.01593115235725613,0.9880416346803929,0.0,1.0,True,non-ringing
-28.0,0.017668147296146925,0.9867548503596946,0.0,1.0,True,non-ringing
-28.0,0.019594529126209955,0.9853316905574145,0.0,1.0,True,non-ringing
-28.0,0.02173094695455825,0.9837581891719642,0.0,1.0,True,non-ringing
-28.0,0.02410030128818746,0.9820190650501328,0.0,1.0,True,non-ringing
-28.0,0.02672798950712899,0.9800976262548848,0.0,1.0,True,non-ringing
-28.0,0.02964217810187076,0.9779756747532828,0.0,1.0,True,non-ringing
-28.0,0.032874104593189374,0.975633414001069,0.0,1.0,True,non-ringing
-28.0,0.03645841237070733,0.9730493626906492,0.0,1.0,True,non-ringing
-28.0,0.040433522039347726,0.9702002789035227,0.0,1.0,True,non-ringing
-28.0,0.04484204325419173,0.9670611000985603,0.0,1.0,True,non-ringing
-28.0,0.04973123145824381,0.9636049058054785,0.0,1.0,True,non-ringing
-28.0,0.05515349441892861,0.9598029116079435,0.0,1.0,True,non-ringing
-28.0,0.061166953992942745,0.9556245050137577,0.0,1.0,True,non-ringing
-28.0,0.06783606914108303,0.9510373361251537,0.0,1.0,True,non-ringing
-28.0,0.0752323268712176,0.9460074786143913,0.0,1.0,True,non-ringing
-28.0,0.08343500851569784,0.9404996793043385,0.0,1.0,True,non-ringing
-28.0,0.09253203955702538,0.934477717499381,0.0,1.0,True,non-ringing
-28.0,0.10262093211115302,0.9279048978454326,0.0,1.0,True,non-ringing
-28.0,0.11380983017100621,0.920744702496306,0.0,1.0,True,non-ringing
-28.0,0.12621866881430865,0.9129616290921581,0.0,1.0,True,non-ringing
-28.0,0.1399804598013949,0.9045222396113104,0.0,1.0,True,non-ringing
-28.0,0.15524271734347939,0.8953964403326524,0.0,1.0,True,non-ringing
-28.0,0.17216903932435343,0.8855590034374832,0.0,1.0,True,non-ringing
-28.0,0.1909408609248092,-0.3929660927072496,0.8100993503450566,0.051817568415611186,True,ringing
-28.0,0.21175939944708896,-0.3977213924903451,0.8289869664512169,0.04157273927316901,True,ringing
-28.0,0.23484781118615636,-0.4032418354849576,0.8496279866266256,0.03046481529219482,True,ringing
-28.0,0.2604535834675404,-0.409657917310953,0.8721494184579969,0.018461127600262934,True,ringing
-28.0,0.28885118749227573,-0.41712105019623547,0.8966788148734062,0.0055382872623608685,True,ringing
-28.0,0.3203450204250925,-0.4258058805264483,0.9233418567905609,-0.008315159236981817,False,unstable
-28.0,0.35527266826243264,-0.43591248226464907,0.9522594296149546,-0.023096046698100524,False,unstable
-28.0,0.3940085244553465,-0.44766831488182013,0.9835442257322747,-0.03878410359684421,False,unstable
-28.0,0.43696780307570626,-0.46132984900351137,1.0172969518242212,-0.05533993606031968,False,unstable
-28.0,0.4846109895433208,-0.47718380332073507,1.053602262856136,-0.07270378212064352,False,unstable
-28.0,0.5374487766218056,-0.4955480031978915,1.0925245701200363,-0.09079531033647373,False,unstable
-28.0,0.5960475385927138,-0.5167719578148047,1.1341038639369152,-0.10951465401731078,False,unstable
-28.0,0.6610354022862212,-0.5412373432461572,1.178351641670177,-0.12874473445719056,False,unstable
-28.0,0.733108980044444,-0.5693586529749763,1.2252469368131693,-0.1483547549705528,False,unstable
-28.0,0.8130408367887928,-0.6015843154909803,1.2747323148875418,-0.16820457809765327,False,unstable
-28.0,0.9016877712317013,-0.6383985699655323,1.3267095557269675,-0.18814957132925322,False,unstable
-28.0,1.0,-0.6803243379832414,1.3810346005300302,-0.20804545246095082,False,unstable
-27.0,0.0001,0.9999248806349623,0.0,1.0,True,non-ringing
-27.0,0.00011090313431155938,0.999916690931707,0.0,1.0,True,non-ringing
-27.0,0.0001229950520012778,0.9999076084463379,0.0,1.0,True,non-ringing
-27.0,0.0001364053677175493,0.9998975358726261,0.0,1.0,True,non-ringing
-27.0,0.00015127782816797016,0.9998863653029659,0.0,1.0,True,non-ringing
-27.0,0.00016777185295673396,0.9998739770743417,0.0,1.0,True,non-ringing
-27.0,0.00018606424342159842,0.999860238488895,0.0,1.0,True,non-ringing
-27.0,0.0002063510777876421,0.9998450023955181,0.0,1.0,True,non-ringing
-27.0,0.0002288498129521791,0.9998281056174492,0.0,1.0,True,non-ringing
-27.0,0.0002538016154301076,0.9998093672091959,0.0,1.0,True,non-ringing
-27.0,0.00028147394644535966,0.9997885865244129,0.0,1.0,True,non-ringing
-27.0,0.00031216342887834366,0.9997655410742841,0.0,1.0,True,non-ringing
-27.0,0.0003461990268005186,0.9997399841539074,0.0,1.0,True,non-ringing
-27.0,0.00038394557167789064,0.9997116422116714,0.0,1.0,True,non-ringing
-27.0,0.00042580767304121515,0.9996802119340413,0.0,1.0,True,non-ringing
-27.0,0.0004722340555418245,0.9996453570152559,0.0,1.0,True,non-ringing
-27.0,0.0005237223688824735,0.9996067045781798,0.0,1.0,True,non-ringing
-27.0,0.0005808245221814102,0.9995638412090593,0.0,1.0,True,non-ringing
-27.0,0.0006441525999493224,0.9995163085650653,0.0,1.0,True,non-ringing
-27.0,0.0007143854230931981,0.9994635985091822,0.0,1.0,True,non-ringing
-27.0,0.0007922758252752512,0.9994051477223744,0.0,1.0,True,non-ringing
-27.0,0.0008786587226230274,0.9993403317378144,0.0,1.0,True,non-ringing
-27.0,0.0009744600632908472,0.9992684583363209,0.0,1.0,True,non-ringing
-27.0,0.0010807067528039549,0.9991887602360663,0.0,1.0,True,non-ringing
-27.0,0.001198537661576262,0.9991003870029329,0.0,1.0,True,non-ringing
-27.0,0.001329215832592545,0.9990023961005465,0.0,1.0,True,non-ringing
-27.0,0.0014741420201106225,0.9988937429912506,0.0,1.0,True,non-ringing
-27.0,0.001634869704506417,0.9987732701906749,0.0,1.0,True,non-ringing
-27.0,0.0018131217442077456,0.9986396951693508,0.0,1.0,True,non-ringing
-27.0,0.0020108088432108043,0.9984915969850257,0.0,1.0,True,non-ringing
-27.0,0.0022300500321347895,0.9983274015186916,0.0,1.0,True,non-ringing
-27.0,0.002473195382353419,0.9981453651761905,0.0,1.0,True,non-ringing
-27.0,0.002742851196678697,0.9979435569054562,0.0,1.0,True,non-ringing
-27.0,0.0030419079466187894,0.9977198383670254,0.0,1.0,True,non-ringing
-27.0,0.003373571255672634,0.9974718420827171,0.0,1.0,True,non-ringing
-27.0,0.0037413962607747778,0.9971969473743012,0.0,1.0,True,non-ringing
-27.0,0.004149325720214712,0.9968922538908978,0.0,1.0,True,non-ringing
-27.0,0.004601732276513801,0.9965545525110293,0.0,1.0,True,non-ringing
-27.0,0.005103465327280476,0.9961802933931458,0.0,1.0,True,non-ringing
-27.0,0.005659903006457729,0.9957655509376291,0.0,1.0,True,non-ringing
-27.0,0.006277009833155804,0.9953059854144266,0.0,1.0,True,non-ringing
-27.0,0.00696140064601457,0.9947968010045571,0.0,1.0,True,non-ringing
-27.0,0.007720411508415302,0.9942327000020392,0.0,1.0,True,non-ringing
-27.0,0.008562178344582902,0.9936078329267262,0.0,1.0,True,non-ringing
-27.0,0.009495724149488028,0.9929157443101662,0.0,1.0,True,non-ringing
-27.0,0.010531055707361887,0.9921493139384452,0.0,1.0,True,non-ringing
-27.0,0.011679270855560683,0.9913006933709803,0.0,1.0,True,non-ringing
-27.0,0.012952677443553275,0.9903612376064366,0.0,1.0,True,non-ringing
-27.0,0.014364925262166945,0.9893214318411623,0.0,1.0,True,non-ringing
-27.0,0.01593115235725613,0.988170813367689,0.0,1.0,True,non-ringing
-27.0,0.017668147296146925,0.9868978887983388,0.0,1.0,True,non-ringing
-27.0,0.019594529126209955,0.9854900469810168,0.0,1.0,True,non-ringing
-27.0,0.02173094695455825,0.9839334682116199,0.0,1.0,True,non-ringing
-27.0,0.02410030128818746,0.9822130306536592,0.0,1.0,True,non-ringing
-27.0,0.02672798950712899,0.9803122152667806,0.0,1.0,True,non-ringing
-27.0,0.02964217810187076,0.9782130110404921,0.0,1.0,True,non-ringing
-27.0,0.032874104593189374,0.9758958229501302,0.0,1.0,True,non-ringing
-27.0,0.03645841237070733,0.9733393858240929,0.0,1.0,True,non-ringing
-27.0,0.040433522039347726,0.9705206882632083,0.0,1.0,True,non-ringing
-27.0,0.04484204325419173,0.9674149119153046,0.0,1.0,True,non-ringing
-27.0,0.04973123145824381,0.9639953928118278,0.0,1.0,True,non-ringing
-27.0,0.05515349441892861,0.9602336131470727,0.0,1.0,True,non-ringing
-27.0,0.061166953992942745,0.9560992338449901,0.0,1.0,True,non-ringing
-27.0,0.06783606914108303,0.9515601805180899,0.0,1.0,True,non-ringing
-27.0,0.0752323268712176,0.9465827979538177,0.0,1.0,True,non-ringing
-27.0,0.08343500851569784,0.9411320909947383,0.0,1.0,True,non-ringing
-27.0,0.09253203955702538,0.9351720724661323,0.0,1.0,True,non-ringing
-27.0,0.10262093211115302,0.9286662413966071,0.0,1.0,True,non-ringing
-27.0,0.11380983017100621,0.9215782167705404,0.0,1.0,True,non-ringing
-27.0,0.12621866881430865,0.9138725528387174,0.0,1.0,True,non-ringing
-27.0,0.1399804598013949,0.9055157607329891,0.0,1.0,True,non-ringing
-27.0,0.15524271734347939,0.8964775566269418,0.0,1.0,True,non-ringing
-27.0,0.17216903932435343,-0.3944506934194755,0.7997126959236801,0.05640218745612165,True,ringing
