theta,re,im
-1.8126657379484197,-0.1718315542586223,3.1416406707418645
-1.8095240667530499,-0.1640525507922753,3.110775406953888
-1.80638239555768,-0.15644588124008346,3.080581770058233
-1.8032407243623105,-0.149005960577341,3.0510381094830343
-1.800099053166941,-0.1417274423139821,3.022123699446578
-1.7969573819715712,-0.13460520589677255,2.9938186901222448
-1.7938157107762014,-0.1276343449015419,2.966104061866046
-1.7906740395808318,-0.12081015595825201,2.9389615822849886
-1.7875323683854623,-0.11412812835637508,2.9123737659426996
-1.7843906971900925,-0.10758393428233257,2.8863238365152073
-1.7812490259947227,-0.10117341964459799,2.8607956912248262
-1.7781073547993531,-0.09489259544560393,2.8357738673937187
-1.7749656836039835,-0.08873762966280632,2.811243510971238
-1.7718240124086138,-0.08270483960419905,2.787190346900452
-1.768682341213244,-0.07679068470624162,2.763600651199711
-1.7655406700178744,-0.07099175974460908,2.7404612246445206
-1.7623989988225048,-0.06530478843042882,2.717759367943748
-1.759257327627135,-0.059726617366694115,2.6954828583121064
-1.7561156564317653,-0.05425421034145924,2.6736199273481147
-1.7529739852363957,-0.048884642936103825,2.6521592401334866
-1.7498323140410261,-0.04361509742856664,2.631089875475944
-1.7466906428456563,-0.03844285797289366,2.610401307223182
-1.7435489716502865,-0.033365306037772345,2.590083386580824
