branch,sign,K,re,im,mag
0,pos,5.401800600200066,-2.961711709016574,1.8711273573830192,3.503263312238039
0,pos,5.421807269089696,-2.9716137558236744,1.8669502334959236,3.509414693100684
0,pos,5.441813937979326,-2.981516490715542,1.8627102449948876,3.515555438507212
0,pos,5.461820606868956,-2.9914199067348712,1.8584069592264107,3.521685602734977
0,pos,5.481827275758586,-3.0013239970174195,1.8540399331000699,3.5278052396075283
0,pos,5.501833944648215,-3.0112287547904564,1.8496087128143641,3.5339144024998244
0,pos,5.5218406135378455,-3.0211341733712596,1.8451128335720406,3.5400131443433778
0,pos,5.541847282427476,-3.0310402461656083,1.8405518192844739,3.546101517631307
0,pos,5.561853951317105,-3.040946966666371,1.8359251822645315,3.5521795744233504
0,pos,5.581860620206735,-3.0508543284520346,1.8312324229074892,3.558247366350764
0,pos,5.601867289096365,-3.060762325185328,1.8264730293593394,3.5643049446211776
0,pos,5.621873957985995,-3.0706709506118637,1.8216464771719612,3.570352360023389
0,pos,5.641880626875625,-3.080580198558766,1.8167522289445333,3.5763896629320606
0,pos,5.661887295765254,-3.090490062933375,1.8117897339504523,3.582416903312369
0,pos,5.6818939646548845,-3.1004005377219395,1.806758427749182,3.588434130724596
0,pos,5.701900633544515,-3.110311616988361,1.8016577317821345,3.5944413943286238
0,pos,5.721907302434144,-3.1202232948729423,1.7964870529519819,3.6004387428884077
0,pos,5.741913971323774,-3.13013556559116,1.7912457831843933,3.606426224776345
0,pos,5.761920640213404,-3.140048423432501,1.7859332989714376,3.6124038879776355
0,pos,5.781927309103034,-3.1499618627592327,1.780548960895666,3.6183717800945012
0,pos,5.801933977992664,-3.159875878005297,1.7750921131338804,3.6243299483504328
0,pos,5.821940646882293,-3.1697904636751773,1.7695620829395575,3.6302784395943353
0,pos,5.8419473157719235,-3.179705614342754,1.7639581801028128,3.636217300304598
0,pos,5.861953984661554,-3.1896213246502647,1.758279696386663,3.6421465765931615
0,pos,5.881960653551183,-3.1995375893071865,1.7525259049384077,3.6480663142094643
0,pos,5.901967322440813,-3.209454403089228,1.7466960596746948,3.6539765585443944
0,pos,5.921973991330443,-3.219371760837299,1.7407893946389248,3.6598773546341694
0,pos,5.941980660220073,-3.2292896574564534,1.7348051233293833,3.665768747164105
0,pos,5.961987329109703,-3.239208087914959,1.7287424379965426,3.671650780472445
0,pos,5.981993997999332,-3.2491270472432854,1.7226005089077443,3.677523498554032
0,neg,0.0,-0.5,0.8660254037844389,1.0000000000000002
0,neg,-0.020006668889629875,-0.4957411554623393,0.8503545148052256,0.9843079264482055
0,neg,-0.04001333777925975,-0.4916354131848465,0.8345282571438697,0.9685777157611151
