omega,uncompensated_dB,compensated_2nd_dB,filter1_dB,filter2_dB,compensated_1st_dB
-7.437935424512381,2.042448648015968,-2.141679607170073,-3.566102379635378,-4.184128255186041,-1.5236537316194103
-7.436992899590058,2.038515949269704,-2.134548805819166,-3.561090942280161,-4.173064755088863,-1.522574993010457
-7.436050374667735,2.034596865405351,-2.1274172150311874,-3.556081962749531,-4.162014080436538,-1.52148509734418
-7.435107849745412,2.03069139000252,-2.1202848662829767,-3.5510754416651924,-4.150976256285498,-1.5203840516626723
-7.4341653248230894,2.0267995167249877,-2.113151790955255,-3.5460713796558125,-4.139951307680243,-1.5192718629308248
-7.433222799900766,2.022921239320578,-2.106018020332159,-3.541069777356998,-4.128939259652737,-1.51814853803642
-7.432280274978443,2.0190565516210883,-2.0988835856007464,-3.5360706354113294,-4.117940137221835,-1.517014083790241
-7.431337750056119,2.0152054475421566,-2.091748517850455,-3.531073954468304,-4.106953965392599,-1.5158685069261475
-7.430395225133797,2.011367921083191,-2.08461284807262,-3.526079735184411,-4.09598076915581,-1.51471181410122
-7.429452700211474,2.0075439663272423,-2.0774766071599458,-3.521087978223041,-4.0850205734871885,-1.5135440118957986
-7.4285101752891505,2.003733577440925,-2.0703398259060064,-3.5160986842545534,-4.074073403346931,-1.5123651068136286
-7.427567650366828,1.999936748674324,-2.063202535004725,-3.511111853956259,-4.063139283679051,-1.511175105281935
-7.426625125444504,1.9961534743608844,-2.056064765049828,-3.5061274880123983,-4.052218239410713,-1.5099740136515138
-7.425682600522181,1.9923837489173437,-2.0489265465343456,-3.5011455871141797,-4.041310295451689,-1.508761838196836
-7.424740075599859,1.9886275668436053,-2.04178790985007,-3.496166151959737,-4.030415476693674,-1.5075385851161316
-7.423797550677536,1.9848849227226824,-2.0346488852870164,-3.491189183254149,-4.019533808009698,-1.5063042605314667
-7.422855025755212,1.98115581122059,-2.0275095030328942,-3.486214681709438,-4.0086653142534825,-1.5050588704888481
-7.421912500832889,1.977440227086269,-2.0203697931725837,-3.4812426480445713,-3.9978100202588553,-1.5038024209583023
-7.420969975910566,1.973738165151493,-2.013229785687582,-3.4762730829854704,-3.986967950839074,-1.5025349178339775
-7.420027450988243,1.970049620330789,-2.0060895104554275,-3.47130598726497,-3.9761391307862177,-1.501256366934181
-7.419084926065921,1.9663745876213403,-1.9989489972491976,-3.4663413616228644,-3.9653235848705366,-1.4999667740015241
-7.418142401143597,1.9627130621029256,-1.991808275736925,-3.4613792068058773,-3.9545213378398514,-1.4986661447029517
-7.417199876221273,1.9590650389378357,-1.984667375481072,-3.4564195235676736,-3.9437324144189074,-1.497354484629838
-7.416257351298951,1.9554305133707828,-1.9775263259379547,-3.451462312668869,-3.932956839308736,-1.496031799298086
-7.415314826376628,1.951809480728824,-1.9703851564571628,-3.4465075748769944,-3.9221946371859895,-1.4946980941481705
-7.414372301454305,1.9482019364213037,-1.963243896281036,-3.4415553109665264,-3.91144583270234,-1.4933533745452228
-7.413429776531982,1.944607875939751,-1.956102574544052,-3.4366055217188736,-3.9007104504838033,-1.4919976457791226
-7.412487251609659,1.941027294857833,-1.948961220272324,-3.431658207922397,-3.889988515130158,-1.490630913064564
-7.411544726687335,1.9374601888312692,-1.941819862382936,-3.4267133703723642,-3.8792800512142045,-1.489253181541095
-7.410602201765013,1.9339065535977695,-1.9346785296834512,-3.421771009870996,-3.8685850832812205,-1.4878644562732266
-7.40965967684269,1.930366384976946,-1.9275372508712831,-3.416831127227442,-3.8579036358482286,-1.4864647422504962
-7.408717151920367,1.9268396788702655,-1.92039605453313,-3.411893723257775,-3.847235733403396,-1.4850540443875095
-7.407774626998044,1.9233264312609792,-1.9132549691443743,-3.4069587987850047,-3.836581400405355,-1.4836323675240255
-7.40683210207572,1.9198266382140508,-1.9061140230685372,-3.4020263546390748,-3.825940661282588,-1.482199716425024
-7.405889577153397,1.9163402958761029,-1.8989732445566585,-3.397096391656861,-3.8153135404327605,-1.4807560957807582
-7.404947052231074,1.9128674004753443,-1.891832661746672,-3.3921689106821544,-3.804700062222006,-1.47930151020681
-7.404004527308752,1.909407948321506,-1.8846923026628823,-3.387243912565696,-3.79410025098439,-1.47783596424419
-7.403062002386428,1.9059619358058049,-1.8775521952152987,-3.382321398165123,-3.7835141310211027,-1.476359462359318
-7.402119477464105,1.9025293594008548,-1.8704123671990789,-3.3774013683450246,-3.772941726599934,-1.4748720089441698
-7.401176952541782,1.8991102156606383,-1.8632728462939177,-3.3724838239769173,-3.7623830619545555,-1.473373608316279
-7.400234427619459,1.8957045012204257,-1.856133660063416,-3.367568765939229,-3.7518381612838434,-1.4718642647188032
-7.399291902697136,1.89231221279674,-1.8489948359544852,-3.3626561951173155,-3.741307048751225,-1.4703439823205755
-7.398349377774813,1.8889333471872856,-1.8418564012967444,-3.3577461124034573,-3.7307897484840318,-1.4688127652161718
-7.39740685285249,1.8855679012709208,-1.8347183833019167,-3.3528385186968706,-3.7202862845728397,-1.4672706174259498
-7.3964643279301665,1.882215872007587,-1.827580809063159,-3.3479334149036704,-3.709796681070745,-1.4657175428960834
-7.395521803007844,1.878877256438267,-1.8204437055545173,-3.343030801936915,-3.6993209619927865,-1.4641535454986478
-7.394579278085521,1.87555205168494,-1.8133070996302536,-3.338130680716573,-3.688859151315192,-1.462578629031633
-7.393636753163198,1.872240254950528,-1.806171018024214,-3.333233052169535,-3.6784112729747416,-1.4609927972190069
-7.392694228240875,1.8689418635188504,-1.7990354873492471,-3.3283379172296046,-3.6679773508680973,-1.4593960537107542
-7.391751703318551,1.8656568747546007,-1.791900534096549,-3.323445276837516,-3.65755740885115,-1.4577884020829153
-7.390809178396228,1.8623852861032784,-1.7847661846350371,-3.3185551319409234,-3.6471514707383172,-1.456169845837645
-7.389866653473906,1.859127095091158,-1.777632465210703,-3.313667483494378,-3.636759560301861,-1.45454038840322
-7.388924128551583,1.8558822993252493,-1.7704994019459874,-3.3087823324593675,-3.6263817012712356,-1.4529000331341182
-7.387981603629259,1.8526508964932529,-1.763367020839143,-3.303899679804278,-3.616017917332397,-1.4512487833110252
-7.387039078706936,1.8494328843635408,-1.7562353477636037,-3.2990195265044258,-3.605668232127144,-1.449586642140885
-7.386096553784613,1.8462282607850988,-1.749104408467331,-3.2941418735420447,-3.5953326692524286,-1.4479136127569459
-7.38515402886229,1.843037023687509,-1.7419742285721482,-3.2892667219062615,-3.5850112522596578,-1.4462296982187524
-7.384211503939968,1.8398591710809,-1.7348448335731306,-3.284394072593129,-3.5747040046540306,-1.444534901512229
-7.383268979017644,1.836694701055928,-1.7277162488379247,-3.279523926605605,-3.564410949893852,-1.4428292255496769
-7.382326454095321,1.8335436117837425,-1.7205884996061511,-3.274656284953573,-3.554132111389891,-1.4411126731698305
-7.381383929172998,1.8304059015159515,-1.7134616109886571,-3.269791148653804,-3.5438675125046086,-1.4393852471378525
-7.380441404250675,1.827281568584607,-1.706335607966971,-3.2649285187300006,-3.533617176551576,-1.4376469501453935
-7.379498879328352,1.824170611402158,-1.699210515392552,-3.260068396212761,-3.5233811267947077,-1.4358977848106027
-7.378556354406029,1.8210730284614332,-1.6920863579861802,-3.2552107821395855,-3.5131593864476116,-1.4341377536781523
-7.377613829483706,1.8179888183356416,-1.6849631603372983,-3.250355677554901,-3.5029519786729386,-1.4323668592192593
-7.376671304561382,1.814917979678297,-1.6778409469033142,-3.2455030835100156,-3.4927589265816095,-1.4305851038317186
-7.37572877963906,1.8118605112232455,-1.670719742008978,-3.2406530010631722,-3.4825802532322276,-1.4287924898399267
-7.374786254716737,1.8088164117846208,-1.6635995698456822,-3.235805431279492,-3.472415981630303,-1.4269890194948713
-7.373843729794414,1.8057856802568264,-1.6564804544707998,-3.230960375231015,-3.4622661347276256,-1.4251746949741888
-7.37290120487209,1.8027683156145196,-1.6493624198070256,-3.226117833996662,-3.452130735421537,-1.4233495183821423
-7.371958679949767,1.7997643169126012,-1.642245489641704,-3.2212778086622946,-3.442009806554305,-1.4215134917496934
-7.371016155027444,1.7967736832861927,-1.6351296876261487,-3.216440300320645,-3.431903370912342,-1.4196666170344525
-7.3700736301051215,1.7937964139506215,-1.6280150372749538,-3.2116053100713526,-3.421811451225577,-1.4178088961207311
-7.369131105182799,1.7908325082014105,-1.620901561965349,-3.2067728390209553,-3.4117340701667596,-1.4159403308195448
-7.368188580260475,1.787881965414265,-1.6137892849364823,-3.2019428882828875,-3.4016712503507462,-1.4140609228686225
-7.367246055338152,1.7849447850450706,-1.6066782292887671,-3.1971154589774913,-3.391623014333839,-1.4121706739324207
-7.366303530415829,1.7820209666298712,-1.599568417983218,-3.192290552232,-3.3815893846130884,-1.4102695856021288
-7.365361005493506,1.7791105097848623,-1.592459873840706,-3.187468169180543,-3.3715703836255706,-1.4083576593956806
-7.364418480571183,1.7762134142064034,-1.5853526195413203,-3.1826483109641375,-3.3615660337477227,-1.406434896757734
-7.36347595564886,1.77332967967097,-1.5782466776236852,-3.1778309787306975,-3.3515763572946566,-1.4045012990597274
-7.362533430726537,1.7704593060352112,-1.5711420704842527,-3.1730161736350455,-3.3416013765194648,-1.4025568675998343
-7.361590905804213,1.767602293235884,-1.5640388203766156,-3.1682038968388664,-3.3316411136124886,-1.4006016036029825
-7.360648380881891,1.7647586412899048,-1.5569369494108245,-3.1633941495107742,-3.3216955907007284,-1.3986355082208695
-7.359705855959568,1.7619283502942995,-1.549836479552693,-3.158586932826241,-3.311764829846995,-1.3966585825319413
-7.358763331037245,1.7591114204262497,-1.5427374326231118,-3.153782247967638,-3.301848853049361,-1.3946708275413884
-7.357820806114922,1.756307851943058,-1.5356398302973215,-3.14898009612423,-3.291947682240381,-1.3926722441811719
-7.356878281192598,1.7535176451821817,-1.5285436941042794,-3.1441804784921596,-3.28206133928646,-1.390662833309978
-7.355935756270275,1.7507408005612146,-1.5214490454259153,-3.1393833962744777,-3.27218984598713,-1.388642595713263
-7.354993231347953,1.7479773185779055,-1.514355905496432,-3.134588850681093,-3.262333224074338,-1.3866115321031875
-7.35405070642563,1.7452271998101565,-1.5072642954016309,-3.129796842928817,-3.2524914952117867,-1.3845696431186607
-7.353108181503306,1.7424904449160343,-1.5001742360781944,-3.1250073742413296,-3.2426646809942303,-1.3825169293252952
-7.352165656580983,1.7397670546337922,-1.493085748312993,-3.120220445849213,-3.232852802946785,-1.3804533912154207
-7.35122313165866,1.7370570297818602,-1.4859988527424033,-3.1154360589899195,-3.2230558825242603,-1.3783790292080593
-7.350280606736337,1.734360371258866,-1.478913569851552,-3.1106542149077763,-3.2132739411104194,-1.3762938436489103
-7.349338081814015,1.7316770800436534,-1.471829919973668,-3.105874914854008,-3.2035070000173205,-1.3741978348103547
-7.348395556891691,1.7290071571952812,-1.4647479232893352,-3.1010981600866905,-3.1937550804846144,-1.3720910028914093
-7.347453031969368,1.7263506038530705,-1.4576675998258244,-3.096323951870809,-3.184018203678895,-1.3699733480177387
-7.346510507047045,1.7237074212365815,-1.4505889694563487,-3.0915522914781968,-3.174296390692932,-1.3678448702416153
-7.345567982124722,1.721077610645661,-1.443512051899406,-3.0867831801875885,-3.1645896625450662,-1.3657055695419276
-7.344625457202399,1.7184611734604478,-1.4364368667180083,-3.082016619284574,-3.1548980401784537,-1.3635554458241264
-7.3436829322800765,1.7158581111413942,-1.4293634333190297,-3.0772526100616204,-3.1452215444604246,-1.3613944989202262
-7.342740407357753,1.7132684252292931,-1.422291770952454,-3.0724911538180666,-3.1355601961817463,-1.3592227285887735
-7.341797882435429,1.710692117345304,-1.4152218987107037,-3.067732251860129,-3.1259140160560066,-1.357040134514825
-7.340855357513107,1.708129189190969,-1.408153835527908,-3.0629759055008954,-3.1162830247188773,-1.3548467163099265
-7.339912832590784,1.7055796425482428,-1.4010876001791814,-3.0582221160603114,-3.106667242727425,-1.3526424735120686
-7.338970307668461,1.7030434792795088,-1.394023211279932,-3.0534708848651966,-3.0970666905594397,-1.3504274055856877
-7.3380277827461375,1.7005207013276245,-1.3869606872851423,-3.048722213249232,-3.0874813886127677,-1.3482015119216078
-7.337085257823814,1.698011310715946,-1.37990004648866,-3.0439761025529757,-3.0779113572046066,-1.3459647918370297
-7.336142732901491,1.6955153095483502,-1.3728413070224887,-3.0392325541238434,-3.06835661657084,-1.3437172445754932
-7.335200207979168,1.6930327000092713,-1.3657844868560534,-3.0344915693161068,-3.0588171868653182,-1.3414588693068354
-7.334257683056846,1.6905634843637336,-1.3587296037955077,-3.0297531494909236,-3.0492930881592377,-1.33918966512719
-7.333315158134522,1.6881076649573803,-1.351676675483006,-3.025017296016277,-3.039784340440389,-1.3369096310588966
-7.332372633212199,1.6856652442165323,-1.3446257193960132,-3.020284010267036,-3.030290963612546,-1.3346187660505036
-7.331430108289876,1.683236224648195,-1.3375767528465723,-3.0155532936249214,-3.0208129774947663,-1.3323170689767265
-7.330487583367553,1.6808206088401043,-1.3305297929805753,-3.0108251474785113,-3.011350401820679,-1.330004538638407
-7.32954505844523,1.6784183994607729,-1.3234848567770785,-3.0060995732232385,-3.001903256237854,-1.3276811737624656
-7.328602533522907,1.676029599259527,-1.3164419610475675,-3.001376572261383,-2.9924715603070946,-1.325346973001856
-7.327660008600584,1.6736542110665624,-1.309401122435255,-2.996656146002101,-2.9830553335018166,-1.3230019349355384
-7.32671748367826,1.6712922377929469,-1.3023623574143477,-2.9919382958613667,-2.973654595207283,-1.3206460580684198
-7.325774958755938,1.6689436824307091,-1.2953256822893628,-2.9872230232620494,-2.9642693647200726,-1.3182793408313402
-7.324832433833615,1.666608548052861,-1.288291113194378,-2.982510329633832,-2.9548996612472385,-1.3159017815809708
-7.323889908911292,1.6642868378134443,-1.2812586660923264,-2.977800216413253,-2.9455455039057714,-1.3135133785998085
-7.322947383988969,1.6619785549475847,-1.2742283567742918,-2.973092685043701,-2.936206911721876,-1.3111141300961164
-7.322004859066645,1.6596837027715423,-1.2672002008588057,-2.968387736975422,-2.9268839036303484,-1.3087040342038796
-7.321062334144322,1.657402284682754,-1.2601742137910952,-2.9636853736654922,-2.9175764984738506,-1.3062830889827381
-7.320119809222,1.6551343041598927,-1.2531504108423996,-2.958985596577836,-2.908284715002293,-1.3038512924179435
-7.319177284299677,1.6528797647629023,-1.2461288071092411,-2.9542884071832196,-2.899008571872144,-1.3014086424203173
-7.318234759377353,1.6506386701330842,-1.2391094175127093,-2.9495938069592404,-2.889748087645793,-1.2989551368261563
-7.31729223445503,1.6484110239931162,-1.2320922567977737,-2.9449017973903517,-2.8805032807908897,-1.2964907733972355
-7.316349709532707,1.6461968301471488,-1.2250773395325398,-2.9402123799678357,-2.8712741696796886,-1.294015549820687
-7.315407184610384,1.643996092480814,-1.218064680107548,-2.9355255561898126,-2.862060772588364,-1.2915294637089987
-7.314464659688062,1.64180881496133,-1.2110542927350616,-2.930841327561231,-2.852863107696393,-1.2890325125999011
-7.313522134765738,1.639635001637525,-1.204046191448349,-2.926159695593876,-2.8436811930858745,-1.286524693956351
-7.312579609843415,1.6374746566399363,-1.1970403901009887,-2.9214806618063727,-2.8345150467409264,-1.2840060051664364
-7.311637084921092,1.635327784180831,-1.1900369023661397,-2.9168042277241657,-2.8253646865469695,-1.2814764435433348
-7.310694559998769,1.6331943885543,-1.1830357417358477,-2.912130394879537,-2.816230130290149,-1.2789360063252369
-7.309752035076446,1.6310744741363146,-1.176036921520318,-2.9074591648115917,-2.807111395656631,-1.2763846906752772
-7.3088095101541235,1.6289680453847866,-1.1690404548472195,-2.90279053906626,-2.798008500232005,-1.2738224936814735
-7.3078669852318,1.626875106839645,-1.1620463546609603,-2.898124519196292,-2.788921461500605,-1.271249412356647
-7.306924460309476,1.6247956631228933,-1.1550546337220156,-2.893461106761273,-2.779850296844908,-1.2686654436383797
-7.305981935387154,1.6227297189387002,-1.1480653046061915,-2.8888003033276055,-2.7707950235448924,-1.2660705843889053
-7.305039410464831,1.6206772790734485,-1.1410783797039106,-2.8841421104685097,-2.7617556587773584,-1.2634648313950612
-7.304096885542508,1.6186383483958098,-1.134093871219533,-2.8794865297640184,-2.7527322196153436,-1.2608481813682086
-7.303154360620184,1.6166129318568376,-1.127111791170635,-2.87483356280098,-2.743724723027465,-1.2582206309441422
-7.302211835697861,1.6146010344900197,-1.120132151387322,-2.870183211173083,-2.7347331858773414,-1.2555821766830633
-7.301269310775538,1.6126026614113775,-1.1131549635115094,-2.8655354764808023,-2.7257576249228848,-1.2529328150694248
-7.300326785853215,1.610617817819511,-1.106180238996224,-2.86089036033143,-2.7167980568157297,-1.250272542511919
-7.299384260930893,1.6086465089957185,-1.0992079891049067,-2.8562478643390814,-2.7078544981006263,-1.247601355343363
-7.298441736008569,1.6066887403040315,-1.09223822491072,-2.8516079901246543,-2.698926965214751,-1.2449192498206227
-7.297499211086245,1.604744517191338,-1.0852709572958292,-2.846970739315867,-2.690015474487159,-1.242226222124529
-7.296556686163923,1.6028138451874394,-1.0783061969507513,-2.8423361135472742,-2.68112004213819,-1.2395222683598348
-7.2956141612416,1.600896729905141,-1.0713439543735963,-2.837704114460184,-2.6722406842787376,-1.236807384555043
-7.294671636319277,1.5989931770403387,-1.0643842398694057,-2.8330747437027233,-2.6633774169097455,-1.2340815666623846
-7.293729111396954,1.5971031923720975,-1.0574270635494702,-2.8284480029298265,-2.6545302559215687,-1.231344810557729
-7.292786586474631,1.5952267817627606,-1.0504724353306196,-2.8238238938032256,-2.6456992170933775,-1.228597112040465
-7.2918440615523075,1.5933639511580018,-1.0435203649345282,-2.8192024179914417,-2.6368843160925293,-1.2258384668334399
-7.290901536629985,1.5915147065869584,-1.0365708618870508,-2.8145835771698002,-2.628085568474008,-1.2230688705828419
-7.289959011707662,1.5896790541622796,-1.0296239355175028,-2.809967373020406,-2.619302989679782,-1.2202883188581264
-7.289016486785339,1.5878570000802603,-1.022679594957984,-2.805353807232164,-2.6105365950382438,-1.2174968071519037
-7.288073961863016,1.586048550620898,-1.015737849142709,-2.800742881500761,-2.601786399763606,-1.214694330879863
-7.287131436940692,1.5842537121480182,-1.008798706807303,-2.7961345975286847,-2.5930524189553203,-1.2118808853806664
-7.286188912018369,1.5824724911093504,-1.001862176488144,-2.7915289570251964,-2.5843346675974956,-1.209056465915846
-7.285246387096047,1.5807048940366366,-0.9949282665216534,-2.7869259617063404,-2.5756331605582883,-1.2062210676697038
-7.284303862173724,1.5789509275457223,-0.9879969850436155,-2.7823256132949514,-2.566947912589338,-1.2033746857492291
-7.2833613372514,1.577210598336661,-0.9810683399885402,-2.777727913520626,-2.558278938325201,-1.2005173151839648
-7.282418812329077,1.575483913193826,-0.9741423390889415,-2.77313286411976,-2.549626252282769,-1.197648950925934
-7.281476287406754,1.5737708789859934,-0.9672189898747096,-2.768540466835514,-2.540989868860703,-1.1947695878495206
-7.280533762484431,1.5720715026664498,-0.9602982996723812,-2.763950723417823,-2.532369802338832,-1.191879220751373
-7.279591237562109,1.5703857912731225,-0.9533802756045212,-2.7593636356233913,-2.523766066877643,-1.1889778443502688
-7.278648712639785,1.568713751928648,-0.946464924589008,-2.7547792052156916,-2.515178676517658,-1.1860654532870436
-7.277706187717462,1.5670553918405197,-0.9395522533384209,-2.750197433964976,-2.506607645178941,-1.1831420421244563
-7.276763662795139,1.565410718301155,-0.9326422683593216,-2.7456183236482428,-2.498052986660477,-1.1802076053470878
-7.275821137872816,1.563779738688048,-0.9257349759516252,-2.7410418760492714,-2.4895147146396726,-1.1772621373612233
-7.274878612950493,1.562162460463843,-0.9188303822079344,-2.736468092958596,-2.4809928426717773,-1.1743056324947527
-7.27393608802817,1.5605588911764845,-0.9119284930128476,-2.731896976173505,-2.4724873841893262,-1.1713380849970205
-7.272993563105847,1.5589690384592902,-0.9050293140423572,-2.727328527498048,-2.463998352501648,-1.1683594890387576
-7.272051038183523,1.5573929100311117,-0.898132850763145,-2.722762748743024,-2.4555257607942553,-1.1653698387119122
-7.271108513261201,1.5558305136964137,-0.8912391084319717,-2.7181996417260033,-2.447069622128387,-1.1623691280295896
-7.270165988338878,1.5542818573454242,-0.8843480920949744,-2.7136392082712844,-2.438629949440399,-1.1593573509258601
-7.269223463416555,1.552746948954221,-0.8774598065870631,-2.7090814502099247,-2.4302067555412816,-1.1563345012557038
-7.268280938494231,1.5512257965848757,-0.8705742565312415,-2.7045263693797095,-2.421800053116109,-1.1533005727948338
-7.267338413571908,1.5497184083855715,-0.8636914463380009,-2.6999739676252106,-2.413409854723574,-1.150255559239639
-7.266395888649585,1.5482247925907346,-0.856811380204642,-2.6954242467976988,-2.405036172795378,-1.1471994542069641
-7.2654533637272625,1.54674495752113,-0.8499340621146549,-2.6908772087552006,-2.3966790196357857,-1.1441322512340706
-7.26451083880494,1.545278911584026,-0.8430594958370546,-2.686332855362481,-2.38833840742108,-1.141053943778455
-7.263568313882616,1.5438266632732929,-0.8361876849257722,-2.6817911884910277,-2.3800143481990657,-1.1379645252177348
-7.262625788960291,1.5423882211695492,-0.8293186327190216,-2.6772522100190645,-2.3717068538885573,-1.1348639888495153
-7.26168326403797,1.5409635939402784,-0.8224523423386788,-2.672715921831583,-2.363415936278957,-1.1317523278913044
-7.260740739115647,1.539552790339977,-0.8155888166895917,-2.6681823258202355,-2.355141607029569,-1.1286295354802585
-7.259798214193324,1.5381558192102691,-0.8087280584590327,-2.6636514238834375,-2.346883877669301,-1.1254956046731683
-7.258855689271001,1.5367726894800569,-0.8018700701160165,-2.659123217926323,-2.338642759596074,-1.122350528446266
-7.257913164348678,1.5354034101656444,-0.7950148539107289,-2.654597709860748,-2.330418264076374,-1.1191942996951034
-7.256970639426354,1.5340479903708784,-0.7881624118738655,-2.6500749016052714,-2.3222104022447403,-1.116026911234393
-7.256028114504032,1.5327064392872956,-0.7813127458160438,-2.6455547950851983,-2.3140191851033376,-1.1128483557979028
-7.255085589581709,1.5313787661942444,-0.7744658573271707,-2.6410373922325032,-2.305844623521416,-1.1096586260382588
-7.254143064659386,1.5300649804590378,-0.7676217477758475,-2.636522694985903,-2.2976867282348863,-1.106457714526865
-7.253200539737063,1.528765091537103,-0.7607804183087308,-2.632010705290804,-2.2895455098458326,-1.1032456137537012
-7.252258014814739,1.5274791089721005,-0.7539418698499945,-2.6275014250993283,-2.281420978822094,-1.1000223161272278
-7.251315489892416,1.526207042396103,-0.7471061031006603,-2.6229948563703016,-2.2733131454967612,-1.0967878139741987
-7.250372964970094,1.5249489015297104,-0.7402731185380049,-2.618491001069236,-2.265222020067717,-1.0935420995395255
-7.249430440047771,1.5237046961822125,-0.7334429164150152,-2.6139898611683456,-2.2571476125972274,-1.0902851649861331
-7.248487915125447,1.5224744362517413,-0.7266154967597195,-2.609491438646539,-2.24908993301146,-1.0870170023947976
-7.247545390203124,1.5212581317254157,-0.7197908593746617,-2.604995735489419,-2.241048991100078,-1.0837376037640032
-7.246602865280801,1.5200557926794944,-0.7129690038362919,-2.6005027536892817,-2.2330247965157857,-1.0804469610097873
-7.245660340358478,1.51886742927953,-0.7061499294943427,-2.5960124952450943,-2.2250173587738726,-1.0771450659655644
-7.244717815436156,1.517693051780524,-0.6993336354713005,-2.5915249621625125,-2.217026687251825,-1.0738319103819884
-7.243775290513832,1.516532670527082,-0.6925201206617848,-2.5870401564538725,-2.2090527911888684,-1.0705074859267905
-7.242832765591509,1.5153862959535724,-0.6857093837320198,-2.5825580801381998,-2.2010956796855923,-1.0671717841846273
-7.241890240669186,1.514253938584281,-0.6789014231191958,-2.57807873524117,-2.193155361703478,-1.0638247966568888
-7.240947715746863,1.5131356090335892,-0.6720962370309568,-2.5736021237951507,-2.185231846064545,-1.0604665147615615
-7.24000519082454,1.5120313180061,-0.6652938234447845,-2.5691282478391737,-2.1773251414508867,-1.0570969298330737
-7.2390626659022175,1.5109410762968505,-0.6584941801074715,-2.5646571094189263,-2.169435256404322,-1.0537160331220758
-7.238120140979894,1.5098648947914222,-0.6516973045345378,-2.5601887105867642,-2.161562199325959,-1.050323815795342
-7.23717761605757,1.508802784466145,-0.6449031940096817,-2.5557230534017075,-2.1537059784758257,-1.0469202689355626
-7.236235091135247,1.5077547563882676,-0.6381118455842201,-2.5512601399294264,-2.145866601972479,-1.0435053835411587
-7.235292566212925,1.5067208217160897,-0.6313232560765324,-2.546799972242264,-2.1380440777926197,-1.0400791505261744
-7.234350041290602,1.5057009916991704,-0.6245374220715129,-2.5423425524191803,-2.1302384137706825,-1.03664156072001
-7.2334075163682785,1.5046952776784737,-0.6177543399200165,-2.5378878825457956,-2.12244961759849,-1.033192604867322
-7.232464991445955,1.5037036910865722,-0.6109740057383471,-2.5334359647143905,-2.114677696824919,-1.0297322736278183
-7.231522466523632,1.5027262434477786,-0.6041964154076934,-2.5289868010238727,-2.106922658855471,-1.0262605575760941
-7.230579941601309,1.5017629463783642,-0.5974215645735712,-2.524540393579788,-2.099184510951929,-1.0227774472014237
-7.229637416678987,1.5008138115867071,-0.5906494486453381,-2.520096744494328,-2.091463260232044,-1.019282932907621
-7.228694891756663,1.4998788508734822,-0.5838800627956164,-2.515655855886287,-2.0837589136690977,-1.0157770050128048
-7.22775236683434,1.4989580761318544,-0.5771134019598061,-2.5112177298811282,-2.0760714780916594,-1.0122596537492738
-7.226809841912017,1.4980514993476304,-0.5703494608355282,-2.5067823686109043,-2.06840096018316,-1.008730869263274
-7.225867316989694,1.497159132599473,-0.5635882338821447,-2.502349774214316,-2.0607473664816185,-1.0051906416148428
-7.224924792067371,1.4962809880590675,-0.5568297153201879,-2.4979199488366683,-2.0531107033792564,-1.0016389607776008
-7.223982267145048,1.4954170779913067,-0.5500738991308874,-2.493492894629878,-2.0454909771221934,-0.9980758166385713
-7.223039742222725,1.4945674147544974,-0.5433207790556606,-2.489068613752488,-2.037888193810158,-0.9945011989979906
-7.222097217300401,1.493732010800525,-0.5365703485955772,-2.484647108369631,-2.0303023593961003,-0.9909150975691059
-7.221154692378079,1.492910878675069,-0.5298226010108804,-2.4802283806530694,-2.0227334796859493,-0.9873175019780003
-7.220212167455756,1.4921040310177736,-0.5230775293204805,-2.4758124327811415,-2.0151815603382537,-0.9837084017633679
-7.219269642533433,1.4913114805624583,-0.51633512630146,-2.4713992669387967,-2.0076466068639194,-0.9800877863763384
-7.21832711761111,1.4905332401372955,-0.5095953844885606,-2.4669888853175728,-2.000128624625858,-0.9764556451802773
-7.217384592688786,1.489769322665032,-0.5028582961737467,-2.462581290115605,-1.9926276188387777,-0.9728119674505731
-7.216442067766463,1.4890197411631592,-0.4961238534056643,-2.458176483537616,-1.9851435945688245,-0.9691567423744569
-7.215499542844141,1.488284508744142,-0.489392047989178,-2.453774467794909,-1.977676556733321,-0.9654899590507671
-7.214557017921818,1.4875636386155933,-0.4826628714848934,-2.4493752451053625,-1.9702265101004874,-0.9618116064897693
-7.213614492999494,1.4868571440804923,-0.4759363152086918,-2.444978817693436,-1.962793459289184,-0.9581216736129436
-7.212671968077171,1.486165038537386,-0.4692123702312462,-2.440585187790157,-1.9553774087686326,-0.9544201492527713
-7.211729443154848,1.4854873354805995,-0.462491027377559,-2.4361943576331453,-1.9479783628581604,-0.9507070221525458
-7.210786918232525,1.4848240485004305,-0.4557722772265008,-2.4318063294665517,-1.9405963257269323,-0.9469822809661212
-7.209844393310202,1.4841751912833767,-0.4490561101103221,-2.4274211055411006,-1.933231301393691,-0.9432459142577239
-7.208901868387879,1.4835407776123242,-0.4423425161142361,-2.42303868811409,-1.9258832937265593,-0.939497910501766
-7.207959343465556,1.4829208213667866,-0.4356314850759556,-2.4186590794493537,-1.918552306442741,-0.935738258082567
-7.207016818543233,1.4823153365230954,-0.4289230065852137,-2.414282281817273,-1.91123834310831,-0.9319669452941777
-7.20607429362091,1.4817243371546232,-0.4222170699833754,-2.409908297494795,-1.9039414071379954,-0.928183960340172
